PMID,NCTID,CombnID,DLT_Name,Grade,Duration,DLT_Exculsion,Comments
24315563,NA,27,acute toxicity,>=3,NA,NA,NA
23517808,NA,28,dermatitis within >= 50% of the high dose irradiation area,4,NA,NA,NA
23517808,NA,28,dermatitis in all other parts of the skin,3,NA,NA,NA
23517808,NA,28,nausea,>=2,NA,NA,NA
23517808,NA,28,vomiting,>=2,NA,NA,NA
23517808,NA,28,neutropenia,4,.5 days,NA,NA
23517808,NA,28,platelets,>=4,NA,NA,NA
23517808,NA,28,platelets withbleeding,3,NA,NA,NA
23517808,NA,28,any other toxicity,>=3,NA,FALSE,NA
21547572,NA,29,febrile neutropenia,NA,NA,NA,NA
21547572,NA,29,neutropenia,4,>5 days,NA,NA
21547572,NA,29,thrombocytopenia,NA,NA,NA,NA
21547572,NA,29,vomiting despite maximum supportive care,>=3,NA,NA,NA
21547572,NA,29,neurotoxicity,>=3,NA,NA,NA
21547572,NA,29,nonhematologic toxicity,>=3,NA,FALSE,NA
21547572,NA,29,inability to start a second treatment cycle after a 1-week delay,NA,NA,NA,NA
19294501,NA,30,toxicity,3 or 4,NA,NA,NA
19294501,NA,30,a delay > 3 weeks due tounresolved toxicity,NA,NA,NA,NA
19294501,NA,30,acneiform rash not resolving to grade 1 after 5 days off therapy or recurring with rechallenge,3,NA,NA,NA
24114122,NCT00433550,31,absolute neutrophil count,4,>5 days,NA,NA
24114122,NCT00433550,31,hemoglobin,4,NA,NA,NA
24114122,NCT00433550,31,"platelet count less than 25,000/μL",NA,NA,NA,NA
24114122,NCT00433550,31,serum creatinine ≥ two times baseline,NA,NA,NA,NA
24114122,NCT00433550,31,treatment delay more than 14 days,NA,NA,NA,NA
24114122,NCT00433550,31,sensory neuropathy,>=3,NA,NA,NA
24114122,NCT00433550,31,non-hematologic toxicity,3 or 4,NA,FALSE,NA
24114122,NCT00433550,31,"nausea, vomiting, or diarrhea in patients who had received prophylaxis and treatment with an optimal antiemetic or antidiarrheal regimen",NA,NA,NA,NA
24114122,NCT00433550,31,Inability to complete 10 days of prescribed doseof capecitabine,NA,NA,NA,NA
17998790,NA,32,hematologic toxicity,4,NA,NA,NA
17998790,NA,32,febrile neutropenia,NA,NA,NA,NA
17998790,NA,32,any nonhematologic toxicity,3 or 4,NA,NA,NA
17998790,NA,32,any adverse event causing a treatment delay on days 15 and/or 28,NA,NA,NA,NA
17628744,NA,33,febrile neutropenia,NA,NA,NA,NA
17628744,NA,33,hypothermia without documented infection,NA,NA,NA,NA
17628744,NA,33,neutropenia,4,>7 days,NA,NA
17628744,NA,33,thrombocytopenia,4,NA,NA,NA
17628744,NA,33,thrombocytopenia with bleeding requiring platelet transfusion,3,NA,NA,NA
17628744,NA,33,"treatment-related non-hematological toxicity that did not improve to at least grade 1 within 2 days after starting appropriate symptomatic treatment, led to interruption of capecitabine treatment or delayed irofulven treatment for more than 1 week",3 or 4,NA,FALSE,NA
17628744,NA,33,dosing omission or delay greater than 1 weekwithin the first four dosings due to toxicity,NA,NA,NA,NA
17426973,NA,34,hematologic toxicity,4,NA,NA,NA
17426973,NA,34,non-hematologic toxicity,3,NA,TRUE,NA
18765554,NA,36,neutropenia,4,>=7 d,NA,NA
18765554,NA,36,thrombocytopenia,4,>=7 d,NA,NA
18765554,NA,36,febrileneutropenia,NA,NA,NA,NA
18765554,NA,36,nonhematologic toxicity,3 or 4,NA,FALSE,NA
18765554,NA,36,diarrhea associated with fever,3,NA,NA,NA
18765554,NA,36,diarrhea despite medicaltreatment,3,>2 days,NA,NA
19074845,NA,37,nonhematologic toxicity,>=3,NA,FALSE,NA
19074845,NA,37,thrombocytopenia,4,NA,NA,NA
19074845,NA,37,neutropenia,4,>5 days,NA,NA
19074845,NA,37,neutropenia complicated by fever,4,NA,NA,NA
19074845,NA,37,skin rash occurring after the second exposure to gefitinib,>=3,NA,NA,NA
19074845,NA,37,treatment delay due to toxicity lasting >2 weeks,NA,NA,NA,NA
17582215,NA,38,TCT-related hematologic toxicity,4,NA,NA,NA
17582215,NA,38,nonhematologic toxicity,3 or 4,NA,TRUE,NA
16750332,NA,39,neutropenia,4,NA,NA,NA
16750332,NA,39,thrombocytopenia,3 or 4,NA,NA,NA
16750332,NA,39,nonhematologic toxicity,>=3,NA,FALSE,NA
16750332,NA,39,nausea/vomiting that did not resolve within 24 hours with appropriateantiemetic therapy,3,NA,NA,NA
16750332,NA,39,diarrhea that did not resolve toGrade 0 to 2 within 48 hours,3,NA,NA,NA
16750332,NA,39,any dose delay 7 days,NA,NA,NA,NA
16750332,NA,39,inability to administer >=4 or more weeks of the intended oxaliplatin and capecitabine,NA,NA,NA,NA
17158771,NA,40,neutropenia,4,>=7 days,NA,NA
17158771,NA,40,neutropenia associated with fever >= 38.1C,3 or 4,NA,NA,NA
17158771,NA,40,thrombocytopenia,4,>=7 days,NA,NA
17158771,NA,40,anemia,4,NA,NA,NA
17158771,NA,40,non-hematologic toxicity,3 or 4,NA,FALSE,NA
17158771,NA,40,"nausea, vomiting,or mucositis",3 or 4,NA,NA,NA
17158771,NA,40,diarrhea,3 or 4,NA,NA,NA
17158771,NA,40,a second occurrence of grade 2diarrhea,NA,NA,NA,NA
17158771,NA,40,hand-foot syndrome not reduced to grade 1 beforethe start of cycle 2,2,NA,NA,NA
17158771,NA,40,hand-foot syndrome not reduced to grade 1 beforethe start of cycle 2,3,NA,NA,NA
17158771,NA,40,delay of ‡14 days in initiating the second or the third cycle of therapy because of persistent toxicity of grade 2 or higher,NA,NA,NA,NA
18209010,NA,41,non-haematologic toxicity,3 or 4,NA,FALSE,NA
18209010,NA,41,febrile neutropenia,NA,NA,NA,NA
18209010,NA,41,neutropenia,4,>4 days,NA,NA
18209010,NA,41,thrombocytopaenia,4,NA,NA,NA
18209010,NA,41,thrombocytopaenia associated with bleeding,NA,NA,NA,NA
18209010,NA,41,toxicity that persisted over day 35 of thefirst cycle,>=2,NA,NA,NA
17641893,NA,42,"leukopenia(<1,000/mm3)",4,>4 days,NA,NA
17641893,NA,42,neutropenia (<500/mm3),4,>4 days,NA,NA
17641893,NA,42,toxicity resulting in omission of two or morepaclitaxel doses,NA,NA,NA,NA
17641893,NA,42,"fever (>38.0°C) associated with grade3 or 4 neutropenia (<1,000/mm3) or clinical infection",NA,NA,NA,NA
17641893,NA,42,thrombocytopenia,4,NA,NA,NA
17641893,NA,42,hand–foot syndrome,3,NA,NA,NA
17641893,NA,42,non-hematologic toxicity,4,NA,FALSE,NA
17641893,NA,42,toxicity resulting in a delay of >7 days beforeadministration of the second or third cycle,NA,NA,NA,NA
18000507,NA,43,leucocytopenia,4,NA,NA,NA
18000507,NA,43,neutropenia,4,NA,NA,NA
18000507,NA,43,thrombocytopenia,4,NA,NA,NA
18000507,NA,43,symptomatic thrombocytopenia (haemorrhage),NA,NA,NA,NA
18000507,NA,43,febrile neutropenia,3 or 4,NA,NA,NA
18000507,NA,43,non-haematological toxicity,>=3,NA,FALSE,NA
17465235,NA,44,neutropenia,4,>=7 days,NA,NA
17465235,NA,44,"platelet count <25,000/mm3",NA,NA,NA,NA
17465235,NA,44,fever ≥38C,NA,>=72 hours,NA,NA
17465235,NA,44,neutropenia with mucositis or diarrhoea grade ≥2,3,NA,NA,NA
17465235,NA,44,non-haematological toxicity,3 or 4,NA,TRUE,NA
17465235,NA,44,any event leading to a >7-day delay in administration of the next cycle,NA,NA,NA,NA
18936940,NA,45,Absolute Neutrophyl Count (ANC) <0.5 x 109/L,NA,>=7 days,NA,NA
18936940,NA,45,ANC < 0.1 x 109/L,NA,.3 days,NA,NA
18936940,NA,45,neutropenic fever defined as ANC < 0.5 x 109/L with fever >= 38.5°C,NA,NA,NA,NA
18936940,NA,45,neutropenic fever defined as ANC < 0.5 x 109/L with fever >38°C in two evaluations lasting 12 h each other,NA,NA,NA,NA
18936940,NA,45,platelets count <25 x 109/L,NA,>=7 days,NA,NA
18936940,NA,45,platelets count <25 x 109/L with bleeding requiring transfusions,NA,NA,NA,NA
18841362,NA,46,neutropenia,>=3,>=7 days,NA,NA
18841362,NA,46,neutropenia associated with fever (>= 38.1°C),>=3,NA,NA,NA
18841362,NA,46,neutropenia associated with  infection,>=3,NA,NA,NA
18841362,NA,46,thrombocytopenia,>=3,.>=7 days,NA,NA
18841362,NA,46,mucositis,>=3,NA,NA,NA
18841362,NA,46,nausea,>=3,NA,NA,NA
18841362,NA,46,vomiting,>=3,NA,NA,NA
18841362,NA,46,hand–foot syndrome,>=3,NA,NA,NA
18841362,NA,46,diarrhea,>=3,NA,NA,NA
18841362,NA,46,non-hematologic toxicity,>=3,NA,NA,NA
18187954,NA,47,leukopenia or neutropenia,4,>=7 days,NA,NA
18187954,NA,47,neutropenia with fever,3,>=3 days,NA,NA
18187954,NA,47,thrombocytopenia,4,NA,NA,NA
18187954,NA,47,nonhematological toxicity,3 or 4,NA,FALSE,NA
18187954,NA,47,treatment interruption for >2 weeks,NA,NA,NA,NA
16778105,NA,48,neutropenia before day 7,3,NA,NA,NA
16778105,NA,48,neutropenia,4,>5 days,NA,NA
16778105,NA,48,febrile neutropenia,NA,NA,NA,NA
16778105,NA,48,neutropenic infection,NA,NA,NA,NA
16778105,NA,48,thrombocytopenia,4,NA,NA,NA
16778105,NA,48,diarrhea despite maximal intensive loperamide support,3 or 4,NA,NA,NA
16778105,NA,48,nausea,>=2,NA,NA,NA
16778105,NA,48,vomiting despite maximal oral antiemetic therapy,>=2,NA,NA,NA
16778105,NA,48,vomiting leading to discontinue the study treatment for 3 days,NA,NA,NA,NA
16778105,NA,48,stomatitis,3 or 4,NA,NA,NA
16778105,NA,48,palmar-plantar erythrodysesthesia,3,NA,NA,NA
16778105,NA,48,failure to complete the 14 days of full-dose irinotecan therapy,NA,NA,NA,NA
16778105,NA,48,nonhematologic toxicity,3 or 4,NA,FALSE,NA
17600871,NA,49,neutropenia,4,>7 days,NA,NA
17600871,NA,49,febrile neutropenia,NA,NA,NA,NA
17600871,NA,49,thrombocytopenia,4,NA,NA,NA
17600871,NA,49,hemorrhagic syndromedue to thrombocytopenia,4,NA,NA,NA
17600871,NA,49,diarrhea,4,NA,NA,NA
17600871,NA,49,nausea,4,NA,NA,NA
17600871,NA,49,vomiting,4,NA,NA,NA
17600871,NA,49,neurotoxicity,4,NA,NA,NA
17600871,NA,49,constipation,4,NA,NA,NA
17600871,NA,49,stomatitis,3,NA,NA,NA
16821609,NA,50,febrile neutropenia with an absolute neutrophil count <1.0x109/l,NA,NA,NA,NA
16821609,NA,50,neutropenia,4,>7 days,NA,NA
16821609,NA,50,thrombocytopenia,4,NA,NA,NA
16821609,NA,50,non-hematological toxicity,4,NA,FALSE,NA
16821609,NA,50,mucositis or stomatitis,3,>3 days,NA,NA
16821609,NA,50,non-hematological toxicity that did notregress to grade 1 or less within 35 days,3,NA,NA,NA
18249110,NA,51,non-haematologic toxicity,>=3,NA,NA,NA
18249110,NA,51,thrombocytopaenia,NA,NA,NA,NA
18249110,NA,51,neutropaenia,4,>=5 days,NA,NA
18249110,NA,51,febrile neutropaenia,NA,NA,NA,NA
18249110,NA,51,any toxicity necessitating the interruption of erlotinib administration during cycle 1,NA,NA,NA,NA
18249110,NA,51,any other laboratory abnormality occurring during cycle 1 requiring adose reduction,NA,NA,NA,NA
18539404,NA,52,leukocytopenia,4,NA,NA,NA
18539404,NA,52,neutropenia,4,NA,NA,NA
18539404,NA,52,thrombocytopenia,4,NA,NA,NA
18539404,NA,52,symptomatic thrombocytopenia(hemorrhage),NA,NA,NA,NA
18539404,NA,52,febrile neutropenia,3 or 4,NA,NA,NA
18539404,NA,52,any nonhematologic toxicity,>=3,NA,FALSE,NA
18539404,NA,52,renal toxicity,2,NA,NA,NA
17195945,NA,53,neutropenia,4,>5 days,NA,NA
17195945,NA,53,neutropenia associated with grade ≥ 2 fever,4,NA,NA,NA
17195945,NA,53,thrombocytopenia,>=3,>=5 days,NA,NA
17195945,NA,53,neutropenia on treatment day,>=3,NA,NA,NA
17195945,NA,53,thrombocytopenia on treatment day,>=3,NA,NA,NA
17195945,NA,53,"nausea, vomiting, or diarrhea despite maximal supportive therapy",>=3,NA,NA,NA
17195945,NA,53,non-hematologic toxicity,>=3,NA,NA,NA
18414865,NA,54,treatment-related non-hematological toxicity,3,NA,FALSE,NA
18414865,NA,54,treatment-related hematological toxicity,4,NA,NA,NA
18525298,NA,55,febrile neutropenia,NA,NA,NA,NA
18525298,NA,55,hematological toxicity,4,NA,NA,NA
18525298,NA,55,nonhematological toxicity withouttumor progression,>=3,NA,NA,NA
18398145,NA,56,nonhematologic toxicity,3 or 4,NA,NA,NA
18398145,NA,56,hematologic toxicity despite growth factor support,3 or 4,>2 weeks,NA,NA
18534963,NA,57,neutropenia,4,>=7 days,NA,NA
18534963,NA,57,neutropenia associatedwith fever or infection,3,NA,NA,NA
18534963,NA,57,anemia,4,NA,NA,NA
18534963,NA,57,thrombocytopenia,4,NA,NA,NA
18534963,NA,57,non-hematologic toxic effects,3 or 4,NA,TRUE,NA
18534963,NA,57,Any toxicity requiring a 2-week delay betweencycles,NA,NA,NA,NA
18773144,NA,58,the dose of capecitabine that produced hematologic adverse events,3 or 4,>7 days,NA,NA
18773144,NA,58,non-hematologic adverse events,>=3,NA,NA,NA
18773144,NA,58,neurotoxicity,2,>7 days,NA,NA
16909414,NA,59,"nonhematologic toxicity, includingpalmar-plantar erythrodysesthesia",>=3,NA,FALSE,NA
16909414,NA,59,neutropenia,4,>7 days,NA,NA
16909414,NA,59,neutropenia at Day 21,3 or 4,NA,NA,NA
16909414,NA,59,neutropenia accompanied by infection and/or fever requiring parenteral antibiotics,4,NA,NA,NA
16909414,NA,59,thrombocytopenia,4,NA,NA,NA
16909414,NA,59,thrombocytopenia associated with bleeding,3,NA,NA,NA
19238629,NA,60,non-haematological toxicities related to matuzumab,3 or 4,NA,FALSE,NA
19238629,NA,60,nausea,4,NA,NA,NA
19238629,NA,60,vomiting,4,NA,NA,NA
19238629,NA,60,skin reactions,4,NA,NA,NA
19238629,NA,60,toxicity related discontinuation of treatment for more than 1 week,1,NA,NA,NA
18455328,NA,61,any nonhematologic toxicity,3,NA,NA,NA
18455328,NA,61,hematologic toxicity,4,NA,NA,NA
17450468,NA,62,non-hematological toxicity,3 or 4,NA,FALSE,NA
17450468,NA,62,febrile neutropenia,NA,NA,NA,NA
17450468,NA,62,thrombocytopenia,4,NA,NA,NA
17450468,NA,62,neutropenia,4,NA,NA,NA
19219674,NA,63,"hematologic toxicity (ANC < 500/μL or platelets <25,000/μL)",4,>1 week,NA,NA
19219674,NA,63,neutropenic fever with temperature ≥38.1◦C,NA,NA,NA,NA
19219674,NA,63,"ANC ≤1,000/μL",NA,NA,NA,NA
19219674,NA,63,dose delay of >2 weeks,NA,NA,NA,NA
19219674,NA,63,serum creatinine >1.8 mg/dl,NA,>2 weeks,NA,NA
19219674,NA,63,diarrhea despite aggressive loperamide therapy,3,>2 days,NA,NA
19219674,NA,63,diarrhea,4,NA,NA,NA
19219674,NA,63,stomatitis despite intensiveviscous lidocaine therapy,3,.1 week,NA,NA
19219674,NA,63,stomatitis,4,NA,NA,NA
19219674,NA,63,fatigue,3 or 4,>1 week,NA,NA
19219674,NA,63,peripheral neuropathy,3 or 4,.2 weeks,NA,NA
18208793,NA,64,thrombocytopenia,4,NA,NA,NA
18208793,NA,64,neutropenia,4,>5 days,NA,NA
18208793,NA,64,febrile neutropenia,NA,NA,NA,NA
18208793,NA,64,non-haematological toxicity,3 or 4,NA,FALSE,NA
18208793,NA,64,diarrhoea associated with fever or lasting more than 2 days despitemedical treatment,3,NA,NA,NA
18650153,NA,65,any treatment-related toxicity requiring permanent discontinuation in ≥ 2 patients duringthe first 2 treatment cycles at a specific dose,NA,NA,NA,NA
17848909,NA,66,any event,>=3,NA,NA,NA
17848909,NA,66,neutropaenia,4,NA,NA,NA
17848909,NA,66,neutropaenia with neutropaenic fever,>=3,NA,NA,NA
17848909,NA,66,neutropaenia with neutropaenicinfection,>=3,NA,NA,NA
17848909,NA,66,neutropaenia occurred in the first 14 days,>=3,NA,NA,NA
17653805,NA,67,"white blood cell (WBC) and platelets < 3.0 and < 100 x 109/L, respectively, before start of the next treatment cycle with oxaliplatin after amaximum delay of one week",NA,NA,NA,NA
17653805,NA,67,diarrhea,>2,NA,NA,NA
17653805,NA,67,oral mucositis,>1,NA,NA,NA
17653805,NA,67,"skin toxicity before start of next treatment cycle with capecitabine, despite a delay of dosing for 1 week",>2,NA,NA,NA
17653805,NA,67,neurosensory toxicity despite a delay in dosingfor 1 week,>2,NA,NA,NA
17653805,NA,67,occurrence of any grade 4 toxicity,NA,NA,NA,NA
17653805,NA,67,any event that would compromise the administration of radiotherapy,NA,NA,NA,NA
17415843,NA,68,neutropenia,4,NA,NA,NA
17415843,NA,68,hyperbilirubinemia,4,NA,NA,NA
17415843,NA,68,nausea/vomiting,4,NA,NA,NA
17415843,NA,68,neutropenic fever,3,NA,NA,NA
17415843,NA,68,thrombocytopenia,3,NA,NA,NA
17415843,NA,68,haemorrhage,NA,NA,NA,NA
17415843,NA,68,anaemia,NA,NA,NA,NA
17415843,NA,68,severe infection requiring hospitalization,NA,NA,NA,NA
17415843,NA,68,shift in liver transaminases,3,NA,NA,NA
17415843,NA,68,stomatitis,3,NA,NA,NA
17415843,NA,68,diarrhea,3,NA,NA,NA
17415843,NA,68,hand-foot syndrome,3,NA,NA,NA
17415843,NA,68,gastrointestinal toxicities including severe proctitis orcolitis,3,NA,NA,NA
17333194,NA,69,side-effects,3 or 4,NA,FALSE,NA
17333194,NA,69,Any side effect causing treatment delay for more than 2 weeks,NA,NA,NA,NA
16374040,NA,70,neutropenia,4,>5 days,NA,NA
16374040,NA,70,thrombocytopenia,4,>5 days,NA,NA
16374040,NA,70,febrile neutropenia (fever > 38.5 ° C persisting for > 48 h),3 or 4,NA,NA,NA
16374040,NA,70,nonhematologic toxicity,>=3,NA,FALSE,NA
16374040,NA,70,any treatment delay lasting more than 7 days at day 1 of the 2nd treatment cycle because of unresolved toxicity,NA,NA,NA,NA
15729602,NA,71,clinical adverse events,3 or 4,NA,NA,NA
14739668,NA,72,febrile neutropenia,NA,NA,NA,NA
14739668,NA,72,neutropenia,4,>5 days,NA,NA
14739668,NA,72,thrombocytopenia,4,NA,NA,NA
14739668,NA,72,thrombocytopenia with bleeding,3,NA,NA,NA
14739668,NA,72,nonhematological toxicity,3 or 4,NA,FALSE,NA
14739668,NA,72,second cycle delay of 2 or more weeks,NA,NA,NA,NA
14739668,NA,72,toxicity requiring one or more 25% dose reductions,NA,NA,NA,NA
16622464,NA,73,any non-haematological toxicity,>=3,NA,FALSE,NA
16622464,NA,73,haematological toxicity causing a chemotherapy delay of more than 5 days,4,NA,NA,NA
12196374,NA,74,myelosuppression with neutropenia,4,>=5 days,NA,NA
12196374,NA,74,neutropenia with fever,4,NA,NA,NA
12196374,NA,74,thrombocytopenia,4,NA,NA,NA
12196374,NA,74,neutropenia with fever,3,NA,NA,NA
12196374,NA,74,thrombocytopenia with bleeding requiring platelet transfusion,3,NA,NA,NA
12196374,NA,74,non-haematological toxicity,3 or 4,NA,FALSE,NA
12196374,NA,74,stomatitis,>=2,NA,NA,NA
10883663,NA,75,granulocytes < 0.5 × 109 l–1,NA,>7 days,NA,NA
10883663,NA,75,granulocytopenia with complications such as fever orother non-haematological toxicities,4,NA,NA,NA
10883663,NA,75,gastrointestinal toxicity,>2,NA,NA,NA
10883663,NA,75,skin toxicity,>2,NA,NA,NA
11432617,NA,76,an ANC <500/ul,NA,>5 days,NA,NA
11432617,NA,76,an ANC < 1000/ul associated with fever (temperature >38.5°C),NA,NA,NA,NA
11432617,NA,76,"a platelet count <25,00O/ul",NA,NA,NA,NA
11432617,NA,76,non-hematologic toxicity that did not resolve to at least grade 1 severity within two days following the institution ofappropriate supportive therapy,>=3,NA,NA,NA
11432617,NA,76,palmar-plantar erythrodysesthesia of sufficient severity to alter routine daily function,NA,NA,NA,NA
16284060,NA,77,non-haematological or clinical adverseevent,3 or 4,NA,FALSE,NA
16284060,NA,77,neutropenia,4,NA,NA,NA
16284060,NA,77,neutropenia with fever requiring supportive therapy,3 or 4,NA,NA,NA
16284060,NA,77,hyperbilirubinaemia,NA,NA,NA,NA
16284060,NA,77,Any adverse event requiring capecitabine interruption for more than seven doses or more than 10% of the planned dose,NA,NA,NA,NA
12491516,NA,78,neutropenia,4,NA,NA,"during the 2 weeks of
chemotherapy administration"
12491516,NA,78,neutropenia,4,>=5 days,NA,during the week off treatment
12491516,NA,78,febrile neutropenia requiring hospitalization,NA,NA,NA,NA
12491516,NA,78,thrombocytopenia,4,NA,NA,NA
12491516,NA,78,nonhematologic toxicity related to the study drugs,>=3,NA,FALSE,NA
12864942,NA,79,neutropenia,4,>5 days,NA,NA
12864942,NA,79,thrombocytopenia,4,>5 days,NA,NA
12864942,NA,79,febrile neutropenia,3 or 4,NA,NA,NA
12864942,NA,79,nonhematologic toxicity,>=3,NA,FALSE,NA
12864942,NA,79,any treatment delay at day 8 of the first treatment cycle or at day 1 of the second treatmentcycle because of unresolved toxicity,NA,NA,NA,NA
16242260,NA,80,any nonhematologic toxicities,3,NA,NA,"Grade 3 vomiting, nausea, stomatitis, diarrhea, or hand–foot syndrome"
16242260,NA,80,hematologic toxicities,3,NA,NA,"more than Grade 3 neutropenia, neutropenic fever, thrombocytopenia,
anemia, infection, or Grade 3 liver dysfunction"
15827767,NA,81,neutropenia,4,>4 days,NA,NA
15827767,NA,81,neutropenia with fever,3 or 4,NA,NA,NA
15827767,NA,81,thrombocytopenia,4,NA,NA,NA
15827767,NA,81,non-hematologicaltoxicity,3,NA,NA,NA
15827767,NA,81,treatment delay of more than 2 weeks following the last administration of doxifluridine,NA,NA,NA,NA
15520075,NA,82,platelet nadir < 25 000/ul,NA,NA,NA,NA
15520075,NA,82,absolute neutrophil count < 500/ul,NA,>=5 days,NA,NA
15520075,NA,82,absolute neutrophil count < 500/ul associated withinfection or fever,NA,NA,NA,NA
15520075,NA,82,treatment-related central nervous system toxicities,>=2,>24h,NA,NA
15520075,NA,82,non-hematologic toxicity of any type,>=3,NA,NA,NA
15520075,NA,82,failure to recover from treatment-related toxicity with 21 days of discontinuation of therapy,NA,NA,NA,NA
15520075,NA,82,a terminated or non-compliant treatment cycle with < 80% of planned capecitabine or CI-994 doses administered due to treatment-related toxicity,NA,NA,NA,NA
15612026,NA,83,neutropenia,4,>=7 days,NA,NA
15612026,NA,83,neutropenia associated with fever >= 38.1 °C,3 or 4,NA,NA,NA
15612026,NA,83,thrombocytopenia,4,>=7 days,NA,NA
15612026,NA,83,nonhematologic toxicity,3 or 4,NA,TRUE,NA
15612026,NA,83,"nausea, emesis, or mucositis not reduced to Grade 1 within 2 weeks with maximal supportive therapy",3 or 4,NA,NA,NA
15612026,NA,83,diarrhea ora second occurrence of Grade 2 diarrhea not reduced to Grade 1 within 2 weeks with maximal supportive therapy,3 or 4,NA,NA,NA
15612026,NA,83,hand-foot syndrome not reducedto Grade 1 before the start of Cycle 2,>=2,NA,NA,NA
15612026,NA,83,the inability to administer 2 successive doses of gemcitabine within the first treatment cycle,1,NA,NA,NA
15612026,NA,83,a delay of  14 days in initiating the second cycle of therapy due to persistent toxicity of  Grade 2,NA,NA,NA,NA
15305186,NA,84,lower gastrointestinal or genitourinary toxicity,3 or 4,NA,NA,NA
15305186,NA,84,perineal skin toxicity,3 or 4,NA,NA,NA
15305186,NA,84,any other toxicity,4,NA,NA,NA
15305186,NA,84,A delay of 48 weeks before surgery for toxicity reasons after completing concurrent therapy,NA,NA,NA,NA
15939714,NA,85,neutropenia,4,>7 days,NA,NA
15939714,NA,85,neutropenic fever,NA,NA,NA,NA
15939714,NA,85,thrombocytopenia,4,NA,NA,NA
15939714,NA,85,diarrhoea,3,>8 days,NA,NA
15939714,NA,85,diarrhoea,2,>8 days,NA,NA
15939714,NA,85,vomiting,4,NA,NA,NA
15939714,NA,85,hand–foot syndrome,3,>=2 days,NA,NA
15939714,NA,85,other toxicity,>=3,NA,NA,NA
15939714,NA,85,inability to administer treatment on schedule,NA,NA,NA,NA
16601432,NA,86,neutropenia,4,>=3 days,NA,NA
16601432,NA,86,neutropenia associated with fever>= 38.5°C,3 or 4,NA,NA,NA
16601432,NA,86,thrombocytopenia,4,>=3 days,NA,NA
16601432,NA,86,nonhematologic toxicity,3 or 4,NA,FALSE,NA
16601432,NA,86,"nausea, vomiting, or mucositis not reduced to grade 1with maximal supportive therapy",3 or 4,NA,NA,NA
16601432,NA,86,diarrhea or a second occurrence of grade 2 diarrhea,3 or 4,NA,NA,NA
16601432,NA,86,hand-foot syndrome not reduced to grade 1 before the start of cycle 2,2,NA,NA,NA
16601432,NA,86,hand-foot syndrome not reduced to grade 1 before the start of cycle 2,3,NA,NA,NA
16601432,NA,86,a delay of >=14 days in initiating the second cycle of therapybecause of persistent toxicity of >= grade 2,NA,NA,NA,NA
16601432,NA,86,the omission of day 8 chemotherapy administration because of toxicity in the first cycle,NA,NA,FALSE,NA
12763217,NA,87,febrile neutropenia,NA,NA,NA,NA
12763217,NA,87,neutropenia,4,NA,FALSE,NA
12763217,NA,87,thrombocytopenia,4,NA,NA,NA
12763217,NA,87,nonhaematological toxicity,3 or 4,NA,TRUE,NA
12763217,NA,87,discontinuation of capecitabine for morethan eight doses due to toxicity,NA,NA,FALSE,NA
11768362,NA,88,febrile neutropenia,NA,NA,NA,NA
11768362,NA,88,neutropenia,4,>=7 days,NA,NA
11768362,NA,88,thrombocytopenia,4,NA,NA,NA
11768362,NA,88,any non-hematological toxicity,>=3,NA,FALSE,NA
12954586,NA,89,neutropenia associated with complications (e.g. neutropenic fever),3 or 4,NA,NA,NA
12954586,NA,89,thrombocytopenia,>=3,NA,NA,NA
12954586,NA,89,non-hematological toxicity,>=3,NA,FALSE,NA
12954586,NA,89,a toxicity-related discontinuation of capecitabine treatment for >1 week and/or a delay in the administration of irinotecan for>2 weeks,NA,NA,NA,NA
11843252,NA,90,leuko/neutropenia,4,NA,NA,NA
11843252,NA,90,thrombocytopenia,4,NA,NA,NA
11843252,NA,90,non hematologic toxicity,>=3,NA,FALSE,NA
15550580,NA,91,ANC <0.5 x 109/l,NA,>=4 days,NA,NA
15550580,NA,91,platelet count <25 x 109/l,NA,>=4 days,NA,NA
15550580,NA,91,non-hematological toxicity,3 or 4,NA,TRUE,NA
15550580,NA,91,dose reduction of vinorelbine on day 8,NA,NA,NA,NA
15550580,NA,91,treatment interruption due to chemotherapy-related toxicity grade >_2 and lasting >1 week,NA,NA,NA,NA
15238990,NA,92,leucopenia/neutropenia,4,NA,NA,NA
15238990,NA,92,thrombocytopenia,4,NA,NA,NA
15238990,NA,92,symptomatic thrombocytopenia,NA,NA,NA,NA
15238990,NA,92,febrile neutropenia,3 or 4,NA,NA,NA
15238990,NA,92,nonhaematological toxicity,>=3,NA,FALSE,NA
16462509,NA,93,febrile neutropenia,NA,>3 days,NA,NA
16462509,NA,93,ANC < 500/mmc,NA,>7 days,NA,NA
16462509,NA,93,leukocytes count < 1000/mmc,NA,>7 days,NA,NA
16462509,NA,93,"platelet count < 10,000/mmc",NA,NA,NA,NA
16462509,NA,93,organ toxicity,3 or 4,NA,NA,NA
15539915,NA,94,absolute neutrophil count < 0.5 x 109/l in two consecutive blood counts at least 72 h apart,NA,NA,NA,NA
15539915,NA,94,neutropenicfever,NA,NA,NA,NA
15539915,NA,94,platelet count < 25 x 109/l in two consecutive blood counts atleast 72 h apart,NA,NA,NA,NA
15539915,NA,94,nonhematological toxicity,3 or 4,NA,FALSE,NA
15539915,NA,94,any dose reduction of paclitaxel on day 8 or 15 of the first cycle,NA,NA,NA,NA
