PMID,NCTID,CombnID,DLT,Grade,At_Level,Duration,Observed_Frequency,Total,Occurence,Comments,combined_dose_info
17285317,NA,68,hyperglycemia,3,4,NA,1,5,NA,NA,"abi-007 (340 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
17285317,NA,68,nonneutropenic infection,3,4,NA,1,5,NA,NA,"abi-007 (340 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
17285317,NA,68,dehydration,3,6,NA,1,6,NA,NA,"abi-007 (125 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
17285317,NA,68,thrombocytopenia,4,6,NA,1,6,NA,NA,"abi-007 (125 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
17285317,NA,68,thrombocytopenia requiring the omission of day-8 and day-15 treatment,3,6,NA,1,6,NA,NA,"abi-007 (125 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
17285317,NA,68,thrombocytopenia,4,7,NA,1,7,NA,NA,"abi-007 (125 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
17285317,NA,68,infection,3,8,NA,1,4,NA,NA,"abi-007 (150 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
17285317,NA,68,febrile neutropenia,3,8,NA,1,4,NA,NA,"abi-007 (150 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
17285317,NA,68,thrombocytopenia,4,8,NA,1,4,NA,NA,"abi-007 (150 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
17049403,NA,69,neutropenia,4,3,.3 days,1,4,NA,NA,"carboplatin (5 AUC), carboplatin (5 AUC), etoposide (200 mg), topotecan (3 mg), topotecan (3 mg)"
17049403,NA,69,neutropenic fever,NA,3,NA,1,4,NA,NA,"carboplatin (5 AUC), carboplatin (5 AUC), etoposide (200 mg), topotecan (3 mg), topotecan (3 mg)"
17049403,NA,69,thrombocytopenia,4,3,NA,2,4,on day 15 of cycle 1; on day 18 of cycle 1,NA,"carboplatin (5 AUC), carboplatin (5 AUC), etoposide (200 mg), topotecan (3 mg), topotecan (3 mg)"
15589596,NA,70,neutropenia,3,4,NA,1,3,NA,NA,"paclitaxel (50 mg/m2), carboplatin (3 AUC), carboplatin (3 AUC), external beam therapy (180 cGy)"
15589596,NA,70,neutropenic,4,1,NA,1,3,NA,NA,"paclitaxel (50 mg/m2), carboplatin (1.5 AUC), carboplatin (1.5 AUC), external beam therapy (180 cGy)"
16421427,NA,71,acute vascular leak syndrome,4,1,NA,1,6,NA,NA,"131i-mibg (12 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,edema,4,1,NA,1,6,NA,NA,"131i-mibg (12 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,ascites,4,1,NA,1,6,NA,NA,"131i-mibg (12 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,acidosis,4,1,NA,1,6,NA,NA,"131i-mibg (12 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,hypoxia,4,1,NA,1,6,NA,NA,"131i-mibg (12 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,dyspnea,4,1,NA,1,6,NA,NA,"131i-mibg (12 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,nodal/junctional arrhythmia,3,1,NA,1,6,NA,NA,"131i-mibg (12 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,mucositis,4,2,NA,1,6,NA,NA,"131i-mibg (15 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,ARDS,4,2,NA,1,6,NA,NA,"131i-mibg (15 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,arrhythmia,4,2,NA,1,6,NA,NA,"131i-mibg (15 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,renal failure,3,2,NA,1,6,NA,NA,"131i-mibg (15 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,VOD,3,2,NA,2,6,NA,NA,"131i-mibg (15 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,bilirubin,3,2,NA,1,6,NA,NA,"131i-mibg (15 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,hepatomegaly,3,2,NA,2,6,NA,NA,"131i-mibg (15 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,AST,3,2,NA,2,6,NA,NA,"131i-mibg (15 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,weight gain,3,2,NA,2,6,NA,NA,"131i-mibg (15 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,epistaxis,3,2,NA,1,6,NA,NA,"131i-mibg (15 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,GIbleeding,3,2,NA,1,6,NA,NA,"131i-mibg (15 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,ALT,3,2,NA,1,6,NA,NA,"131i-mibg (15 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,hypotension,4,3,NA,2,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,hypoxia,4,3,NA,2,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,dyspnea,4,3,NA,1,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,ARDS,4,3,NA,1,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,pleural effusion,4,3,NA,1,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,hypokalemia,4,3,NA,1,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,Gram-negative sepsis,NA,3,NA,1,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,bilirubin,3,3,NA,1,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,AST,3,3,NA,1,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,ALT,3,3,NA,1,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,epistaxis,3,3,NA,1,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,Death as a result of toxicity from multiorgan failure,NA,3,NA,1,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,vascular leak,4,3,NA,1,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,VOD,4,3,NA,1,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,ALT,4,3,NA,1,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,AST,4,3,NA,1,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,ascites,4,3,NA,1,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,DIC,4,3,NA,1,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,acidosis,4,3,NA,1,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,renal failure,3,3,NA,1,4,NA,NA,"131i-mibg (18 mCi/kg), carboplatin (1500 mg/m2), carboplatin (1500 mg/m2), etoposide (1200 mg/m2), melphalan (210 mg/m2)"
16421427,NA,71,VOD,4,1.5,NA,1,6,NA,NA,"131i-mibg (12 mg/m2), carboplatin (3.3 AUC), carboplatin (3.3 AUC), etoposide (640 mg/m2), melphalan (180 mg/m2)"
16421427,NA,71,seizure,2,1.5,NA,1,6,NA,NA,"131i-mibg (12 mg/m2), carboplatin (3.3 AUC), carboplatin (3.3 AUC), etoposide (640 mg/m2), melphalan (180 mg/m2)"
16421427,NA,71,esophagitis/esophageal stricture,4,1.5,NA,1,6,NA,NA,"131i-mibg (12 mg/m2), carboplatin (3.3 AUC), carboplatin (3.3 AUC), etoposide (640 mg/m2), melphalan (180 mg/m2)"
16421427,NA,71,delayed platelet engraftment,NA,1.5,NA,1,6,NA,NA,"131i-mibg (12 mg/m2), carboplatin (3.3 AUC), carboplatin (3.3 AUC), etoposide (640 mg/m2), melphalan (180 mg/m2)"
15249718,NA,72,neutropenia,4,2,>7 days,1,6,NA,NA,"irinotecan (50 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
15249718,NA,72,febrile neutropenia,4,2,NA,1,6,NA,NA,"irinotecan (50 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
15249718,NA,72,thrombopenia,4,2,NA,1,6,NA,NA,"irinotecan (50 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
15249718,NA,72,diarrhea,4,2,NA,1,6,NA,NA,"irinotecan (50 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
17921708,NA,73,neutropenic fever with grade 3 neutropenia,NA,2,NA,1,6,NA,NA,"paclitaxel (120 mg/m2), carboplatin (3 AUC), carboplatin (3 AUC)"
17921708,NA,73,neuropathy,3,2,NA,1,6,NA,NA,"paclitaxel (120 mg/m2), carboplatin (3 AUC), carboplatin (3 AUC)"
17921708,NA,73,fatigue,3,3,NA,1,6,NA,NA,"paclitaxel (140 mg/m2), carboplatin (3 AUC), carboplatin (3 AUC)"
17921708,NA,73,constipation,3,3,NA,1,6,NA,NA,"paclitaxel (140 mg/m2), carboplatin (3 AUC), carboplatin (3 AUC)"
17921708,NA,73,neuropathy,4,3,NA,2,6,NA,NA,"paclitaxel (140 mg/m2), carboplatin (3 AUC), carboplatin (3 AUC)"
17326096,NA,74,neutropenic fever,NA,2,NA,1,4,NA,NA,"gemcitabine (800 mg/m2), irinotecan (80 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC)"
17326096,NA,74,thrombocytopenia that required platelet transfusion,NA,2,NA,1,4,NA,NA,"gemcitabine (800 mg/m2), irinotecan (80 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC)"
17326096,NA,74,"diarrhea, despite treatment with loperamide",3,1,NA,2,12,NA,NA,"gemcitabine (800 mg/m2), irinotecan (80 mg/m2), carboplatin (4 AUC), carboplatin (4 AUC)"
17326096,NA,74,hypotension,3,1,NA,1,12,NA,NA,"gemcitabine (800 mg/m2), irinotecan (80 mg/m2), carboplatin (4 AUC), carboplatin (4 AUC)"
17326096,NA,74,Inability to administer chemotherapy on Day 8 because of grade 2 neutropenia,NA,3,NA,2,12,NA,NA,"gemcitabine (800 mg/m2), irinotecan (60 mg/m2), carboplatin (2 AUC), carboplatin (2 AUC)"
16377585,NA,75,thrombocytopenia,3,5,NA,1,3,NA,NA,"ct-2103 (250 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
16377585,NA,75,neutropenia,4,5,NA,1,3,NA,NA,"ct-2103 (250 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
17917089,NA,77,thrombopenia necessitated platelet transfusion,4,4,NA,1,6,NA,NA,"paclitaxel (180 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC), uft (400 mg/m2), uft (400 mg/m2)"
17103043,NA,79,electrolyte disturbances,3,1,NA,2,4,NA,NA,"docetaxel (60 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC), lenalidomide (10 mg)"
17103043,NA,79,neutropenia,4,1,NA,1,4,NA,NA,"docetaxel (60 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC), lenalidomide (10 mg)"
17103043,NA,79,neutropenia,4,-1,NA,1,10,NA,NA,"docetaxel (60 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC), lenalidomide (5 mg)"
15494716,NA,80,neutropenia accompanied by fever,4,2,NA,1,6,NA,NA,"dha – paclitaxel (880 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC)"
15494716,NA,80,thrombocytopenia,4,2,NA,1,12,NA,NA,"dha – paclitaxel (880 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC)"
15494716,NA,80,neutropenia,4,2,8 days,2,12,NA,NA,"dha – paclitaxel (880 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC)"
15494716,NA,80,increased transaminases,3,2,NA,4,12,NA,NA,"dha – paclitaxel (880 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC)"
15494716,NA,80,neutropenia,4,2,>7 days,1,12,NA,NA,"dha – paclitaxel (880 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC)"
15494716,NA,80,neutropenia,4,2,12 days,1,6,NA,NA,"dha – paclitaxel (880 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC)"
16445611,NA,81,Pancreatitis,3 or 4,1,NA,1,4,NA,NA,"carboplatin (20 AUC), carboplatin (20 AUC), paclitaxel (250 mg/m2), topotecan (5 mg/m2), topotecan (5 mg/m2), etoposide (600 mg/m2), thiotepa (500 mg/m2)"
16445611,NA,81,Mucositis,3 or 4,3,NA,5,5,NA,NA,"carboplatin (20 AUC), carboplatin (20 AUC), paclitaxel (250 mg/m2), topotecan (9 mg/m2), topotecan (9 mg/m2), etoposide (600 mg/m2), thiotepa (500 mg/m2)"
16445611,NA,81,Mucositis,3 or 4,4,NA,2,4,NA,NA,"carboplatin (20 AUC), carboplatin (20 AUC), paclitaxel (250 mg/m2), topotecan (11 mg/m2), topotecan (11 mg/m2), etoposide (600 mg/m2), thiotepa (500 mg/m2)"
15856233,NA,82,neutropenia,4,4,3 days,1,12,NA,schedule A,"docetaxel (60 mg/m2), carboplatin (7 AUC), carboplatin (7 AUC)"
15856233,NA,82,neutropenia associated with fever,4,4,NA,2,5,NA,schedule B,"docetaxel (60 mg/m2), carboplatin (7 AUC), carboplatin (7 AUC)"
15856233,NA,82,neutropenia,4,5,>3 days,2,10,NA,schedule A,"docetaxel (70 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
15856233,NA,82,infection,3,5,NA,1,10,NA,schedule A,"docetaxel (70 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
17922272,NA,83,leucopenia,4,0,NA,1,9,NA,"patient of
stratum >12 months","topotecan (1 mg/m2), topotecan (1 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC)"
12120886,NA,84,pulmonary embolism,3 or 4,3,NA,1,5,NA,NA,"carboplatin (6 AUC), carboplatin (6 AUC), gemcitabine (1000 mg/m2)"
12120886,NA,84,infection,3 or 4,3,NA,1,5,NA,NA,"carboplatin (6 AUC), carboplatin (6 AUC), gemcitabine (1000 mg/m2)"
12120886,NA,84,thrombocytopenia,4,2,NA,1,7,NA,NA,"carboplatin (5 AUC), carboplatin (5 AUC), gemcitabine (1000 mg/m2)"
14612900,NA,85,myelosuppression,4,6,NA,1,4,NA,NA,"carboplatin (4 AUC), carboplatin (4 AUC), temozolomide (200 mg/m2), temozolomide (200 mg/m2)"
12201492,NA,86,Neutropenia,4,6,>5 days,3,6,day 14,NA,"pyrazoloacridine (600 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC)"
12404295,NA,87,sensory-motor neuropathy,3,3,NA,2,6,NA,NA,"paclitaxel (175 mg/m2), carboplatin (2 AUC), carboplatin (2 AUC)"
11127946,NA,88,neutropenia,3,1,NA,1,3,NA,NA,"carboplatin (4 AUC), carboplatin (4 AUC), doxorubicin (15 mg/m2), ifosfamide (1250 mg/m2), mesna (1000 mg/m2)"
11127946,NA,88,thrombocytopenia,3,1,NA,1,3,NA,NA,"carboplatin (4 AUC), carboplatin (4 AUC), doxorubicin (15 mg/m2), ifosfamide (1250 mg/m2), mesna (1000 mg/m2)"
14733637,NA,89,esophagitis,5,1,NA,1,7,NA,NA,"irinotecan (30 mg/m2), thoracic radiotherapy (2 Gy), irinotecan (40 mg/m2), irinotecan (50 mg/m2)"
14733637,NA,89,nausea and vomiting,4,3,NA,2,3,NA,NA,NA
11768362,NA,91,mucositis,3,3,NA,1,10,NA,NA,"epirubicin (60 mg/m2), cyclophosphamide (400 mg/m2), 5-fluorouracil (200 mg/m2)"
11768362,NA,91,Febrile neutropenia,NA,3.5,NA,1,5,NA,NA,"epirubicin (60 mg/m2), cyclophosphamide (400 mg/m2), 5-fluorouracil (200 mg/m2)"
11768362,NA,91,cardiac angina,3,3.5,NA,1,5,NA,NA,"epirubicin (60 mg/m2), cyclophosphamide (400 mg/m2), 5-fluorouracil (200 mg/m2)"
11506300,NA,92,neutropenia,4,1,NA,1,6,NA,NA,"carboplatin (4 AUC), carboplatin (4 AUC), etoposide (90 mg/m2)"
11506300,NA,92,neutropenia,4,4,NA,1,4,NA,NA,"carboplatin (5 AUC), carboplatin (5 AUC), etoposide (100 mg/m2)"
11506300,NA,92,thrombocytopenia,4,4,NA,1,4,NA,NA,"carboplatin (5 AUC), carboplatin (5 AUC), etoposide (100 mg/m2)"
11506300,NA,92,neutropenic fever,NA,4,NA,1,4,NA,NA,"carboplatin (5 AUC), carboplatin (5 AUC), etoposide (100 mg/m2)"
14984965,NA,93,febrile neutropenia,NA,1,NA,1,6,NA,NA,"carboplatin (5 AUC), carboplatin (5 AUC), docetaxel (60 mg)"
14984965,NA,93,neutropenia,4,2,>=7 days,1,11,NA,NA,"carboplatin (5 AUC), carboplatin (5 AUC), docetaxel (75 mg)"
14984965,NA,93,neutropenia,4,3,>=7 days,2,12,NA,NA,"carboplatin (5 AUC), carboplatin (5 AUC), docetaxel (90 mg)"
14984965,NA,93,febrile neutropenia,NA,3,NA,1,12,NA,NA,"carboplatin (5 AUC), carboplatin (5 AUC), docetaxel (90 mg)"
11398884,NA,94,an infection during neutropenia lasting more than seven days,NA,5,NA,2,3,NA,NA,"cyclophosphamide (3000 mg/m2), carboplatin (800 mg/m2), carboplatin (800 mg/m2)"
11142482,NA,96,febrile neutropenia,NA,3,NA,1,6,NA,NA,"paclitaxel (200 NA), gemcitabine (1000 NA), carboplatin (6 AUC), carboplatin (6 AUC)"
11142482,NA,96,diarrhea,3,3,NA,1,6,NA,NA,"paclitaxel (200 NA), gemcitabine (1000 NA), carboplatin (6 AUC), carboplatin (6 AUC)"
14613998,NA,98,diarrhea,3,3,NA,2,6,NA,NA,bms-188797 (65 mg/m2)
14613998,NA,98,neutropenia,4,3,NA,1,6,NA,NA,bms-188797 (65 mg/m2)
14613998,NA,98,neutropenia,4,2,NA,1,9,NA,NA,bms-188797 (50 mg/m2)
12743738,NA,99,hepatic toxicity,3,2,NA,1,7,NA,NA,"paclitaxel (120 mg/m2), carboplatin (3 AUC), carboplatin (3 AUC)"
12743738,NA,99,neutropenia,4,3,4 days,1,6,NA,NA,"paclitaxel (140 mg/m2), carboplatin (3 AUC), carboplatin (3 AUC)"
12743738,NA,99,neutropenia,4,4,4 days,2,3,NA,NA,"paclitaxel (160 mg/m2), carboplatin (3 AUC), carboplatin (3 AUC)"
12177114,NA,100,neutropenia,4,5,.5 days,2,5,NA,NA,"pemetrexed disodium (500 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
12177114,NA,100,neutropenicbsepsis,NA,5,NA,1,5,NA,NA,"pemetrexed disodium (500 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC)"
11398891,NA,101,neutropenia,4,1,NA,1,3,NA,late sequence,"paclitaxel (175 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC), topotecan (0.5 mg/m2), topotecan (0.5 mg/m2)"
11398891,NA,101,thrombocytopenia,4,1,NA,1,4,NA,early sequence,"paclitaxel (175 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC), topotecan (0.5 mg/m2), topotecan (0.5 mg/m2)"
11398891,NA,101,thrombocytopenia,4,1,NA,1,3,NA,late sequence,"paclitaxel (175 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC), topotecan (0.5 mg/m2), topotecan (0.5 mg/m2)"
11398891,NA,101,thrombocytopenia,4,2,NA,4,6,NA,early sequence,"paclitaxel (175 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC), topotecan (0.75 mg/m2), topotecan (0.75 mg/m2)"
11398891,NA,101,thrombocytopenia,4,2,NA,2,5,NA,late sequence,"paclitaxel (175 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC), topotecan (0.75 mg/m2), topotecan (0.75 mg/m2)"
11398891,NA,101,neutropenia,4,2,NA,5,6,NA,early sequence,"paclitaxel (175 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC), topotecan (0.75 mg/m2), topotecan (0.75 mg/m2)"
11398891,NA,101,neutropenia,4,2,NA,2,5,NA,late sequence,"paclitaxel (175 mg/m2), carboplatin (6 AUC), carboplatin (6 AUC), topotecan (0.75 mg/m2), topotecan (0.75 mg/m2)"
11398891,NA,101,thrombocytopenia,4,3,NA,1,3,NA,early sequence,"paclitaxel (175 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC), topotecan (0.75 mg/m2), topotecan (0.75 mg/m2)"
11398891,NA,101,thrombocytopenia,NA,3,NA,1,4,NA,late sequence,"paclitaxel (175 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC), topotecan (0.75 mg/m2), topotecan (0.75 mg/m2)"
11398891,NA,101,neutropenia,NA,3,NA,2,3,NA,early sequence,"paclitaxel (175 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC), topotecan (0.75 mg/m2), topotecan (0.75 mg/m2)"
11398891,NA,101,neutropenia,NA,3,NA,1,4,NA,late sequence,"paclitaxel (175 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC), topotecan (0.75 mg/m2), topotecan (0.75 mg/m2)"
11398891,NA,101,thrombocytopenia,NA,4,NA,1,4,NA,early sequence,"paclitaxel (175 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC), topotecan (0.75 mg/m2), topotecan (0.75 mg/m2)"
11398891,NA,101,neutropenia,NA,4,NA,2,4,NA,early sequence,"paclitaxel (175 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC), topotecan (0.75 mg/m2), topotecan (0.75 mg/m2)"
11398891,NA,101,thrombocytopenia,NA,4,NA,1,3,NA,early sequence,"paclitaxel (175 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC), topotecan (0.75 mg/m2), topotecan (0.75 mg/m2)"
11398891,NA,101,thrombocytopenia,NA,5,NA,1,7,NA,late sequence,"paclitaxel (175 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC), topotecan (1 mg/m2), topotecan (1 mg/m2)"
11398891,NA,101,neutropenia,NA,5,NA,2,3,NA,late sequence,"paclitaxel (175 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC), topotecan (1 mg/m2), topotecan (1 mg/m2)"
11398891,NA,101,neutropenia,NA,6,NA,2,3,NA,late sequence,NA
11925132,NA,103,delay>7 days,NA,0,NA,2,3,NA,NA,"carboplatin (5 AUC), carboplatin (5 AUC), topotecan (0.75 mg/m2), topotecan (0.75 mg/m2)"
11925132,NA,103,"platelet counts < 25,000/mm3",NA,0,NA,1,3,NA,NA,"carboplatin (5 AUC), carboplatin (5 AUC), topotecan (0.75 mg/m2), topotecan (0.75 mg/m2)"
11925132,NA,103,"platelet counts < 25,000/mm3",NA,1,NA,1,9,NA,NA,"carboplatin (5 AUC), carboplatin (5 AUC), topotecan (0.6 mg/m2), topotecan (0.6 mg/m2)"
11925132,NA,103,neutropenia,4,2,NA,1,3,NA,NA,"carboplatin (5 AUC), carboplatin (5 AUC), topotecan (0.75 mg/m2), topotecan (0.75 mg/m2)"
11925132,NA,103,delay>7 days,NA,3,NA,2,8,NA,NA,"carboplatin (4 AUC), carboplatin (4 AUC), topotecan (0.75 mg/m2), topotecan (0.75 mg/m2)"
11925132,NA,103,delay>7 days,NA,5,NA,1,8,NA,NA,"carboplatin (4 AUC), carboplatin (4 AUC), topotecan (1 mg/m2), topotecan (1 mg/m2)"
11925132,NA,103,neutropenia,4,5,NA,3,8,NA,NA,"carboplatin (4 AUC), carboplatin (4 AUC), topotecan (1 mg/m2), topotecan (1 mg/m2)"
11142689,NA,104,diarrheas,4,2,NA,2,11,NA,NA,"docetaxel (60 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC), irinotecan (50 mg/m2)"
11142689,NA,104,diarrheas,4,3,NA,2,4,NA,NA,"docetaxel (60 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC), irinotecan (60 mg/m2)"
11142689,NA,104,thrombocytopenia,4,1,NA,1,7,NA,NA,"docetaxel (60 mg/m2), carboplatin (5 AUC), carboplatin (5 AUC), irinotecan (40 mg/m2)"
