PMID,NCTID,CombnID,Drug_Name,Admin_Route,Dose_Form,Comments
21590447,NCT00705375,202,vinorelbine,oral,Tablet,NA
21590447,NCT00705375,202,capecitabine,oral,Tablet,NA
20881475,NCT00121251,203,sorafenib,oral,Tablet,NA
20881475,NCT00121251,203,capecitabine,oral,Tablet,NA
20881475,NCT00121251,203,gemcitabine,i.v.,Injection,NA
21404105,NA,204,vandetanib,oral,Tablet,NA
21404105,NA,204,capecitabine,oral,Tablet,NA
21404105,NA,204,oxaliplatin,i.v.,Injection,NA
21404105,NA,204,bevacizumab,i.v.,Injection,NA
22367239,NCT01077986,206,everolimus,oral,Tablet,NA
22367239,NCT01077986,206,cetuximab,i.v.,Injection,NA
22367239,NCT01077986,206,capecitabine,oral,Tablet,NA
19693503,NA,207,liposomal doxorubicin,i.v.,Injection,NA
19693503,NA,207,capecitabine,oral,Tablet,NA
20397772,NA,210,capecitabine,oral,Tablet,NA
20397772,NA,210,radiation,radiation,Radiation,NA
24661655,NCT00858429,211,90y radioembolization,radiation,Radiation,NA
24661655,NCT00858429,211,capecitabin,oral,Tablet,NA
22681700,NA,1,capecitabine,oral,Tablet,NA
22681700,NA,1,oxaliplatin,i.v.,Injection,NA
22681700,NA,1,3d-crt,radiation,Radiation,NA
23403636,NCT00452673,2,capecitabine,oral,Tablet,NA
23403636,NCT00452673,2,dasatinib,oral,Tablet,NA
19858399,NA,3,gemcitabine,i.v.,Injection,NA
19858399,NA,3,capecitabine,oral,Tablet,NA
19858399,NA,3,bevacizumab,i.v.,Injection,NA
19858399,NA,3,erlotinib,oral,Tablet,NA
24551455,NA,4,vinorelbine,oral,Tablet,NA
24551455,NA,4,capecitabine,oral,Tablet,NA
22037922,NCT 00544063,5,irinotecan,i.v.,Injection,NA
22037922,NCT 00544063,5,oxaliplatin,i.v.,Injection,NA
22037922,NCT 00544063,5,capecitabine,oral,Tablet,NA
20215798,NA,7,gefitinib,oral,Tablet,NA
20215798,NA,7,capecitabine,oral,Tablet,NA
19443364,NA,8,capecitabine,oral,Tablet,NA
19443364,NA,8,gemcitabine,i.v.,Injection,NA
19443364,NA,8,epirubicin,i.v.,Injection,NA
19443364,NA,8,cisplatin,i.v.,Injection,NA
21552099,NA,9,gemcitabine,i.v.,Injection,NA
21552099,NA,9,capecitabine,oral,Tablet,NA
20216541,NA,10,oxaliplatin,i.v.,Injection,NA
20216541,NA,10,irinotecan,i.v.,Injection,NA
20216541,NA,10,capecitabine,oral,Tablet,NA
21931969,NA,11,trabectedin,i.v.,Injection,NA
21931969,NA,11,capecitabine,oral,Tablet,NA
20839031,NA,12,sorafenib,oral,Tablet,NA
20839031,NA,12,capecitabine,oral,Tablet,NA
20839031,NA,12,cisplatin,i.v.,Injection,NA
22648745,NA,13,oxaliplatin,i.v.,Injection,NA
22648745,NA,13,capecitabine,oral,Tablet,NA
19936751,NA,14,docetaxel,i.v.,Injection,NA
19936751,NA,14,oxaliplatin,i.v.,Injection,NA
19936751,NA,14,capecitabine,oral,Tablet,NA
21853311,NCT00960349,16,cediranib,oral,Tablet,NA
21853311,NCT00960349,16,cisplatin,i.v.,Injection,NA
21853311,NCT00960349,16,s-1,oral,Tablet,NA
21853311,NCT00960349,16,capecitabine,oral,Tablet,NA
24173967,NCT00920868,17,dasatinib,oral,Tablet,NA
24173967,NCT00920868,17,capecitabine,oral,Tablet,NA
24173967,NCT00920868,17,oxaliplatin,i.v.,Injection,NA
24173967,NCT00920868,17,bevacizumab,i.v.,Injection,NA
20429725,NA,18,docetaxel,i.v.,Injection,NA
20429725,NA,18,oxaliplatin,i.v.,Injection,NA
20429725,NA,18,capecitabine,oral,Tablet,NA
20857171,NA,19,irinotecan,oral,Tablet,NA
20857171,NA,19,capecitabine,oral,Tablet,NA
24574780,NA,20,capecitabine,oral,Tablet,NA
24574780,NA,20,intensity modulated radiotherapy,radiation,Radiation,NA
20421151,NA,21,capecitabine,oral,Tablet,NA
20421151,NA,21,radiation therapy,radiation,Radiation,NA
24091982,NCT00555620,22,sunitinib,oral,Tablet,NA
24091982,NCT00555620,22,capecitabine,oral,Tablet,NA
24091982,NCT00555620,22,cisplatin,i.v.,Injection,NA
24091982,NCT00555620,22,oxaliplatin,i.v.,Injection,NA
20092990,NA,23,capecitabine,oral,Tablet,NA
20092990,NA,23,phy906,oral,Tablet,NA
22669361,NA,24,docetaxe,i.v.,Injection,NA
22669361,NA,24,oxaliplatin,i.v.,Injection,NA
22669361,NA,24,capecitabine,oral,Tablet,NA
23235319,NA,25,gemcitabine,i.v.,Injection,NA
23235319,NA,25,capecitabine,oral,Tablet,NA
23235319,NA,25,erlotinib,oral,Tablet,NA
23647753,NA,26,nelfinavir,oral,Tablet,NA
23647753,NA,26,capecitabine,oral,Tablet,NA
23647753,NA,26,radiotherapy,radiation,Radiation,NA
24315563,NA,27,capecitabine,oral,Tablet,NA
24315563,NA,27,bevacizumab,i.v.,Injection,NA
24315563,NA,27,erlotinib,oral,Tablet,NA
24315563,NA,27,radiation,radiation,Radiation,NA
23517808,NA,28,"simultaneous integrated boosteintensity modulated
radiation therapy",radiation,Radiation,NA
23517808,NA,28,capecitabine,oral,Tablet,NA
23517808,NA,28,mitomycin c,i.v.,Injection,NA
21547572,NA,29,tesetaxel,oral,Tablet,NA
21547572,NA,29,capecitabine,oral,Tablet,NA
19294501,NA,30,capecitabine,oral,Tablet,NA
19294501,NA,30,gefitinib,oral,Tablet,NA
24114122,NCT00433550,31,irinotecan,i.v.,Injection,NA
24114122,NCT00433550,31,capecitabine,oral,Tablet,NA
24114122,NCT00433550,31,oxaliplatin,i.v.,Injection,NA
17998790,NA,32,paclitaxel,i.v.,Injection,NA
17998790,NA,32,oxaliplatin,i.v.,Injection,NA
17998790,NA,32,capecitabine,oral,Tablet,NA
17628744,NA,33,irofulven,i.v.,Injection,NA
17628744,NA,33,capecitabine,oral,Tablet,NA
17426973,NA,34,capecitabine,oral,Tablet,NA
17426973,NA,34,irinotecan,i.v.,Injection,NA
18765554,NA,36,capecitabine,oral,Tablet,NA
18765554,NA,36,ekb-569,oral,Capsule,NA
19074845,NA,37,gefitinib,oral,Tablet,NA
19074845,NA,37,capecitabine,oral,Tablet,NA
19074845,NA,37,celecoxib,oral,Capsule,NA
17582215,NA,38,thalidomide,oral,Tablet,NA
17582215,NA,38,capecitabine,oral,Tablet,NA
17582215,NA,38,temozolomide,oral,Tablet,NA
16750332,NA,39,oxaliplatin,i.v.,Injection,NA
16750332,NA,39,capecitabine,oral,Tablet,NA
16750332,NA,39,radiotherapy,radiation,Radiation,NA
17158771,NA,40,gemcitabine,i.v.,Injection,NA
17158771,NA,40,capecitabine,oral,Tablet,NA
18209010,NA,41,bortezomib,i.v.,Injection,NA
18209010,NA,41,capecitabine,oral,Tablet,NA
17641893,NA,42,paclitaxel,i.v.,Injection,NA
17641893,NA,42,capecitabine,oral,Tablet,NA
18000507,NA,43,mitomycin c,i.v.,Injection,NA
18000507,NA,43,docetaxel,i.v.,Injection,NA
18000507,NA,43,capecitabine,oral,Tablet,NA
17465235,NA,44,capecitabine,oral,Tablet,NA
17465235,NA,44,cyclophosphamide,oral,Tablet,NA
18936940,NA,45,irinotecan,i.v.,Injection,NA
18936940,NA,45,capecitabine,oral,Tablet,NA
18936940,NA,45,erlotinib,oral,Tablet,NA
18841362,NA,46,capecitabine,oral,Tablet,NA
18841362,NA,46,gemcitabine,i.v.,Injection,NA
18187954,NA,47,cyclophosphamide,i.v.,Injection,NA
18187954,NA,47,epirubicin,i.v.,Injection,NA
18187954,NA,47,capecitabine,oral,Tablet,NA
16778105,NA,48,irinotecan,oral,Capsule,NA
16778105,NA,48,capecitabine,oral,Tablet,NA
17600871,NA,49,capecitabine,oral,Tablet,NA
17600871,NA,49,paclitaxel,i.v.,Injection,NA
16821609,NA,50,docetaxel,i.v.,Injection,NA
16821609,NA,50,ifosfamide,i.v.,Injection,NA
16821609,NA,50,cisplatin,i.v.,Injection,NA
16821609,NA,50,capecitabine,oral,Tablet,NA
16821609,NA,50,radiotherapy,radiation,Radiation,NA
18249110,NA,51,erlotinib,oral,Tablet,NA
18249110,NA,51,capecitabine,oral,Tablet,NA
18249110,NA,51,docetaxel,i.v.,Injection,NA
18539404,NA,52,capecitabine,oral,Tablet,NA
18539404,NA,52,oxaliplatin,i.v.,Injection,NA
18539404,NA,52,radiotherapy,radiation,Radiation,NA
17195945,NA,53,irinotecan,i.v.,Injection,NA
17195945,NA,53,capecitabine,oral,Tablet,NA
18414865,NA,54,oxaliplatin,i.v.,Injection,NA
18414865,NA,54,irinotecan,i.v.,Injection,NA
18414865,NA,54,capecitabine,oral,Tablet,NA
18525298,NA,55,irinotecan,i.v.,Injection,NA
18525298,NA,55,epirubicin,i.v.,Injection,NA
18525298,NA,55,capecitabine,oral,Tablet,NA
18398145,NA,56,capecitabine,oral,Tablet,NA
18534963,NA,57,oxaliplatin,i.v.,Injection,NA
18534963,NA,57,gemcitabine,i.v.,Injection,NA
18534963,NA,57,capecitabine,oral,Tablet,NA
18773144,NA,58,cisplatin,i.v.,Injection,NA
18773144,NA,58,irinotecan,i.v.,Injection,NA
18773144,NA,58,capecitabine,oral,Tablet,NA
16909414,NA,59,capecitabine,oral,Tablet,NA
16909414,NA,59,temozolomide,oral,Capsule,NA
19238629,NA,60,matuzumab,i.v.,Injection,NA
19238629,NA,60,epirubicin,i.v.,Injection,NA
19238629,NA,60,cisplatin,i.v.,Injection,NA
19238629,NA,60,capecitabine,oral,Tablet,NA
18455328,NA,61,oxaliplatin,i.v.,Injection,NA
18455328,NA,61,capecitabine,oral,Tablet,NA
18455328,NA,61,radiotherapy,radiation,Radiation,NA
17450468,NA,62,oxaliplatin,i.v.,Injection,NA
17450468,NA,62,capecitabine,oral,Tablet,NA
17450468,NA,62,epirubicin,i.v.,Injection,NA
19219674,NA,63,cisplatin,i.v.,Injection,NA
19219674,NA,63,5-fluorouracil,i.v.,Injection,NA
19219674,NA,63,irinotecan,i.v.,Injection,NA
18208793,NA,64,gefitinib,oral,Capsule,NA
18208793,NA,64,capecitabine,oral,Capsule,NA
18650153,NA,65,ixabepilone,i.v.,Injection,NA
18650153,NA,65,capecitabine,oral,Tablet,NA
17848909,NA,66,capecitabine,oral,Tablet,NA
17848909,NA,66,cisplatin,i.v.,Injection,NA
17848909,NA,66,radiotherapy,radiation,Radiation,NA
17653805,NA,67,capecitabine,oral,Tablet,NA
17653805,NA,67,oxaliplatin,i.v.,Injection,NA
17653805,NA,67,radiotherapy,radiation,Radiation,NA
17415843,NA,68,capecitabine,oral,Tablet,NA
17415843,NA,68,oxaliplatin,i.v.,Injection,NA
17415843,NA,68,pelvic rt,radiation,Radiation,NA
17333194,NA,69,capecitabine,oral,Tablet,NA
16374040,NA,70,pegylated liposomal doxorubicin,i.v.,Injection,NA
16374040,NA,70,capecitabine,oral,Tablet,NA
15729602,NA,71,capecitabine,oral,Tablet,NA
14739668,NA,72,cisplatin,i.v.,Injection,NA
14739668,NA,72,irinotecan,i.v.,Injection,NA
14739668,NA,72,capecitabine,oral,Tablet,NA
16622464,NA,73,irinotecan,i.v.,Injection,NA
16622464,NA,73,capecitabine,oral,Tablet,NA
12196374,NA,74,cisplatin,i.v.,Injection,NA
12196374,NA,74,epirubicin,i.v.,Injection,NA
12196374,NA,74,capecitabine,oral,Tablet,NA
10883663,NA,75,capecitabine,oral,Tablet,NA
10883663,NA,75,docetaxel,i.v.,Injection,NA
11432617,NA,76,capecitabine,oral,Tablet,NA
11432617,NA,76,paclitaxel,i.v.,Injection,NA
16284060,NA,77,capecitabine,oral,Tablet,NA
16284060,NA,77,oxaliplatin,i.v.,Injection,NA
16284060,NA,77,pre-operative pelvic radiotherapy,radiation,Radiation,NA
12491516,NA,78,9-nitrocamptothecin,oral,Capsule,NA
12491516,NA,78,capecitabine,oral,Tablet,NA
12864942,NA,79,vinorelbine,i.v.,Injection,NA
12864942,NA,79,capecitabine,oral,Tablet,NA
16242260,NA,80,capecitabine,oral,Tablet,NA
16242260,NA,80,postoperative pelvic rt,radiation,Radiation,NA
15827767,NA,81,doxifluridine,oral,Tablet,NA
15827767,NA,81,paclitaxel,i.v.,Injection,NA
15520075,NA,82,ci-994,oral,Tablet,NA
15520075,NA,82,capecitabine,oral,Tablet,NA
15612026,NA,83,gemcitabine,i.v.,Injection,NA
15612026,NA,83,capecitabine,oral,Tablet,NA
15305186,NA,84,standard preoperative pelvic radiotherapy,radiation,Radiation,NA
15305186,NA,84,capecitabine,oral,Tablet,NA
15939714,NA,85,capecitabine,oral,Tablet,NA
15939714,NA,85,irinotecan,i.v.,Injection,NA
16601432,NA,86,gemcitabine,i.v.,Injection,NA
16601432,NA,86,vinorelbine,i.v.,Injection,NA
16601432,NA,86,capecitabine,oral,Tablet,NA
12763217,NA,87,capecitabine,oral,Tablet,NA
12763217,NA,87,cyclophosphamide,i.v.,Injection,NA
12763217,NA,87,epirubicin,i.v.,Injection,NA
12954586,NA,89,irinotecan,i.v.,Injection,NA
12954586,NA,89,capecitabine,oral,Tablet,NA
11843252,NA,90,capecitabine,oral,Tablet,NA
11843252,NA,90,oxaliplatin,i.v.,Injection,NA
15550580,NA,91,vinorelbine,i.v.,Injection,NA
15550580,NA,91,capecitabine,oral,Tablet,NA
15238990,NA,92,capecitabine,oral,Tablet,NA
15238990,NA,92,mitomycin c,i.v.,Injection,NA
16462509,NA,93,capecitabine,oral,Tablet,NA
16462509,NA,93,oxaliplatin,i.v.,Injection,NA
15539915,NA,94,capecitabine,oral,Tablet,NA
15539915,NA,94,paclitaxel,i.v.,Injection,NA
34301752,NCT02264678,95,ceralasertib,oral,Tablet,NA
34301752,NCT02264678,95,carboplatin,i.v.,Injection,NA
16283312,NA,96,capecitabine,oral,Tablet,NA
16283312,NA,96,vinorelbine,i.v.,Injection,NA
12506172,NA,97,capecitabine,oral,Tablet,NA
12506172,NA,97,gemcitabine,i.v.,Injection,NA
15218291,NA,98,oxaliplatin,i.v.,Injection,NA
15218291,NA,98,capecitabine,oral,Tablet,NA
11786589,NA,99,gemcitabine,i.v.,Injection,NA
11786589,NA,99,capecitabine,oral,Tablet,NA
16446337,NA,100,radiotherapy,radiation,Radiation,NA
16446337,NA,100,gefitinib,oral,Capsule,NA
16446337,NA,100,capecitabine,oral,Tablet,NA
12377646,NA,101,oxaliplatin,i.v.,Injection,NA
12377646,NA,101,capecitabine,oral,Tablet,NA
10561233,NA,102,paclitaxel,i.v.,Injection,NA
10561233,NA,102,capecitabine,oral,Tablet,NA
12393999,NA,103,irinotecan,i.v.,Injection,NA
12393999,NA,103,capecitabine,oral,Tablet,NA
15312392,NA,104,radiotherapy,radiation,Radiation,NA
15312392,NA,104,capecitabine,oral,Tablet,NA
16504126,NA,106,capecitabine,oral,Tablet,NA
12351595,NA,107,capecitabine,oral,Tablet,NA
12351595,NA,107,irradiation,radiation,Radiation,NA
15894361,NA,109,cisplatin,i.v.,Injection,NA
15894361,NA,109,capecitabine,oral,Tablet,NA
15894361,NA,109,radical radiotherapy,radiation,Radiation,NA
34562230,NCT02419495,111,selinexor,oral,Tablet,NA
34562230,NCT02419495,111,carboplatin,i.v.,Injection,NA
34562230,NCT02419495,111,paclitaxel,i.v.,Injection,NA
34607210,NCT02944396,112,veliparib,oral,Tablet,NA
34607210,NCT02944396,112,nivolumab,i.v.,Injection,NA
34607210,NCT02944396,112,carboplatin,i.v.,Injection,NA
34607210,NCT02944396,112,paclitaxel,i.v.,Injection,NA
34607210,NCT02944396,112,pemetrexed,i.v.,Injection,NA
34311345,NCT02412371,113,veliparib,oral,Tablet,NA
34311345,NCT02412371,113,carboplatin,i.v.,Injection,NA
34311345,NCT02412371,113,paclitaxel,i.v.,Injection,NA
34311345,NCT02412371,113,rt,radiation,Radiation,NA
16284056,NA,114,paclitaxel,i.v.,Injection,NA
16284056,NA,114,capecitabine,oral,Tablet,NA
31174889,NCT02092363,115,ipafricept,i.v.,Injection,NA
31174889,NCT02092363,115,paclitaxel,i.v.,Injection,NA
31174889,NCT02092363,115,carboplatin,i.v.,Injection,NA
31190276,NCT00268905,116,eribulin,i.v.,Injection,NA
31190276,NCT00268905,116,carboplatin,i.v.,Injection,NA
33539540,NCT02418624,118,carboplatin,i.v.,Injection,NA
33539540,NCT02418624,118,olaparib,oral,Tablet,NA
30327308,NCT02289690,119,veliparib,oral,Tablet,NA
30327308,NCT02289690,119,carboplatin,i.v.,Injection,NA
30327308,NCT02289690,119,etoposide,i.v.,Injection,NA
31231786,NCT03201146,120,apatinib,oral,Tablet,NA
31231786,NCT03201146,120,pemetrexed,i.v.,Injection,NA
31231786,NCT03201146,120,carboplatin,i.v.,Injection,NA
30174176,NA,121,paclitaxel,i.v.,Injection,NA
30174176,NA,121,carboplatin,i.v.,Injection,NA
30174176,NA,121,radiation,radiation,Radiation,NA
30174176,NA,121,cisplatin,i.v.,Injection,NA
33634324,NCT01304303,122,nano‑dispersion,i.v.,Injection,NA
33634324,NCT01304303,122,carboplatin,i.v.,Injection,NA
31953695,NA,123,ro4929097,oral,Tablet,NA
31953695,NA,123,paclitaxel,i.v.,Injection,NA
31953695,NA,123,carboplatin,i.v.,Injection,NA
31388792,NCT00891072,124,at-101,oral,Tablet,NA
31388792,NCT00891072,124,paclitaxel,i.v.,Injection,NA
31388792,NCT00891072,124,carboplatin,i.v.,Injection,NA
34052705,NCT02185690,125,binimetinib,oral,Tablet,NA
34052705,NCT02185690,125,carboplatin,i.v.,Injection,NA
34052705,NCT02185690,125,pemetrexed,i.v.,Injection,NA
31708167,NCT00989651,126,veliparib,oral,Tablet,NA
31708167,NCT00989651,126,paclitaxel,i.v.,Injection,NA
31708167,NCT00989651,126,bevacizumab,i.v.,Injection,NA
31708167,NCT00989651,126,carboplatin,i.v.,Injection,NA
31708167,NCT00989651,126,cisplatin,i.v.,Injection,NA
30088048,NCT00809133,127,afatinib,oral,Tablet,NA
30088048,NCT00809133,127,carboplatin,i.v.,Injection,NA
30088048,NCT00809133,127,paclitaxel,i.v.,Injection,NA
33513474,NCT01711541,128,carboplatin,i.v.,Injection,NA
33513474,NCT01711541,128,paclitaxel,i.v.,Injection,NA
33513474,NCT01711541,128,veliparib,oral,Tablet,NA
31791552,NCT01663857,130,ralimetinib,oral,Tablet,NA
31791552,NCT01663857,130,gemcitabine,i.v.,Injection,NA
31791552,NCT01663857,130,carboplatin,i.v.,Injection,NA
31446228,NCT01868022,131,gsk3052230,i.v.,Injection,NA
31446228,NCT01868022,131,paclitaxel,i.v.,Injection,NA
31446228,NCT01868022,131,carboplatin1,i.v.,Injection,NA
31446228,NCT01868022,131,docetaxel,i.v.,Injection,NA
30596402,NCT01165112,132,bendamustine,i.v.,Injection,NA
30596402,NCT01165112,132,carboplatin,i.v.,Injection,NA
30596402,NCT01165112,132,etoposide,i.v.,Injection,NA
32665311,NCT01934361,133,buparlisib,oral,Capsule,NA
32665311,NCT01934361,133,carboplatin,i.v.,Injection,NA
32665311,NCT01934361,133,lomustine,oral,Tablet,NA
30842183,NA,134,carboplatin,i.v.,Injection,NA
30842183,NA,134,nab-paclitaxel,i.v.,Injection,NA
28790114,NCT02358200,135,talazoparib,oral,Tablet,NA
28790114,NCT02358200,135,carboplatin,i.v.,Injection,NA
28356425,NCT01149083,136,veliparib,oral,Tablet,NA
28356425,NCT01149083,136,carboplatin,i.v.,Injection,NA
32669375,NCT01590160,137,ganetespib,i.v.,Injection,NA
32669375,NCT01590160,137,pemetrexed,i.v.,Injection,NA
32669375,NCT01590160,137,cisplatin,i.v.,Injection,NA
32669375,NCT01590160,137,carboplatin,i.v.,Injection,NA
30383888,NCT01636622,138,vemurafenib,oral,Tablet,NA
30383888,NCT01636622,138,paclitaxel,i.v.,Injection,NA
30383888,NCT01636622,138,carboplatin,i.v.,Injection,NA
31549216,NCT00535119,1,carboplatin,i.v.,Injection,NA
31549216,NCT00535119,1,paclitaxel,i.v.,Injection,NA
31549216,NCT00535119,1,veliparib,oral,Tablet,NA
29352572,NCT01063816,3,carboplatin,i.v.,Injection,NA
29352572,NCT01063816,3,gemcitabine,i.v.,Injection,NA
29352572,NCT01063816,3,veliparib,oral,Tablet,NA
32146550,NCT02312661,7,carboplatin,i.v.,Injection,NA
32146550,NCT02312661,7,paclitaxel,i.v.,Injection,NA
32146550,NCT02312661,7,metformin,oral,Tablet,NA
28413662,UMIN000007600,8,nab-paclitaxel,i.v.,Injection,NA
28413662,UMIN000007600,8,carboplatin,i.v.,Injection,NA
28413662,UMIN000007600,8,trastuzumab,i.v.,Injection,NA
28595616,NCT01256268,9,ridaforolimus,oral,Tablet,NA
28595616,NCT01256268,9,paclitaxel,i.v.,Injection,NA
28595616,NCT01256268,9,carboplatin,i.v.,Injection,NA
33147935,NCT03212937,10,selinexor,oral,Tablet,NA
33147935,NCT03212937,10,dexamethasone,i.v.,Injection,NA
33147935,NCT03212937,10,ifosfamide,i.v.,Injection,NA
33147935,NCT03212937,10,carboplatin,i.v.,Injection,NA
33147935,NCT03212937,10,etoposide,i.v.,Injection,NA
32452601,NCT01251874,11,veliparib,oral,Tablet,NA
32452601,NCT01251874,11,carboplatin,i.v.,Injection,NA
32568634,NCT02157792,12,m6620,i.v.,Injection,NA
32568634,NCT02157792,12,carboplatin,i.v.,Injection,NA
33373402,NCT01644955,13,carboplatin,i.v.,Injection,NA
31080557,NCT01445418,14,olaparib,oral,Capsule,NA
31080557,NCT01445418,14,carboplatin,i.v.,Injection,NA
32559454,UMIN000011216,15,carboplatin,i.v.,Injection,NA
32559454,UMIN000011216,15,nab-paclitaxel,i.v.,Injection,NA
30563934,NCT01653912,16,afuresertib,oral,Tablet,NA
30563934,NCT01653912,16,carboplatin,i.v.,Injection,NA
30563934,NCT01653912,16,paclitaxel,i.v.,Injection,NA
29781056,NCT01862328,17,pevonedistat,i.v.,Injection,NA
29781056,NCT01862328,17,docetaxel,i.v.,Injection,NA
29781056,NCT01862328,17,carboplatin,i.v.,Injection,NA
29781056,NCT01862328,17,paclitaxel,i.v.,Injection,NA
29781056,NCT01862328,17,gemcitabine,i.v.,Injection,NA
30089585,NCT01573338,18,roniciclib,oral,Tablet,NA
30089585,NCT01573338,18,cisplatin,i.v.,Injection,NA
30089585,NCT01573338,18,etoposide,i.v.,Injection,NA
30089585,NCT01573338,18,carboplatin,i.v.,Injection,NA
28792260,NCT01169636,19,panobinostat,oral,Tablet,NA
28792260,NCT01169636,19,ifosfamide,i.v.,Injection,NA
28792260,NCT01169636,19,mesna,i.v.,Injection,NA
28792260,NCT01169636,19,carboplatin,i.v.,Injection,NA
28792260,NCT01169636,19,etoposide,i.v.,Injection,NA
30552156,NCT01844947,20,vinflunine,i.v.,Injection,NA
30552156,NCT01844947,20,sorafenib,oral,Tablet,NA
26403509,NCT01287520,21,ly2090314,i.v.,Injection,NA
26403509,NCT01287520,21,pemetrexed,i.v.,Injection,NA
26403509,NCT01287520,21,carboplatin,i.v.,Injection,NA
26403509,NCT01287520,21,ranitidine,i.v.,Injection,NA
22988282,NA,22,radiation,radiation,Radiation,NA
22988282,NA,22,vinorelbine,i.v.,Injection,NA
22988282,NA,22,carboplatin,i.v.,Injection,NA
27323902,NCT02418624,23,carboplatin,i.v.,Injection,NA
27323902,NCT02418624,23,olaparib,oral,Tablet,NA
26705063,NCT01732640,24,afatinib,oral,Tablet,NA
26705063,NCT01732640,24,carboplatin,i.v.,Injection,NA
26705063,NCT01732640,24,paclitaxel,i.v.,Injection,NA
23835505,NA,25,intensity-modulated pelvic radiotherapy,radiation,Radiation,NA
23835505,NA,25,carboplatin,i.v.,Injection,NA
23835505,NA,25,paclitaxel,i.v.,Injection,NA
22644799,NCT01016769,26,temsirolimus,i.v.,Injection,NA
22644799,NCT01016769,26,carboplatin,i.v.,Injection,NA
22644799,NCT01016769,26,paclitaxel,i.v.,Injection,NA
27551000,NA,27,veliparib,oral,Tablet,NA
27551000,NA,27,topotecan,i.v.,Injection,NA
27551000,NA,27,carboplatin,i.v.,Injection,NA
22943879,NA,29,docetaxel,i.v.,Injection,NA
22943879,NA,29,carboplatin,i.v.,Injection,NA
22943879,NA,29,paclitaxel,i.v.,Injection,NA
23468081,NCT00420186,34,bms-690514,oral,Tablet,NA
23468081,NCT00420186,34,paclitaxel,i.v.,Injection,NA
23468081,NCT00420186,34,carboplatin,i.v.,Injection,NA
28028994,NA,35,genexol-pm,i.v.,Injection,polymeric micellar (PM) paclitaxel formulation
28028994,NA,35,carboplatin,i.v.,Injection,NA
22610355,NA,36,nedaplatin,i.v.,Injection,NA
22610355,NA,36,irinotecan,i.v.,Injection,NA
23957889,NA,37,vinorelbine,i.v.,Injection,NA
23957889,NA,37,carboplatin,i.v.,Injection,NA
23957889,NA,37,accelerated hypofractionated three-dimensional conformal radiotherapy,radiation,Radiation,NA
22665539,NA,39,carboplatin,i.v.,Injection,NA
22665539,NA,39,craniospinal and boost radiotherapy,radiation,Radiation,NA
22665539,NA,39,vincristine,i.v.,Injection,NA
27421044,NA,40,carboplatin,i.v.,Injection,NA
27421044,NA,40,pralatrexate,i.v.,Injection,NA
25103371,NA,41,everolimus,oral,Tablet,NA
25103371,NA,41,cetuximab,i.v.,Injection,NA
25103371,NA,41,carboplatin,i.v.,Injection,NA
23860537,NCT00832819,42,lenvatinib,oral,Tablet,NA
23860537,NCT00832819,42,carboplatin,i.v.,Injection,NA
23860537,NCT00832819,42,paclitaxel,i.v.,Injection,NA
24387695,NCT00848718,43,mk-2206,oral,Tablet,NA
24387695,NCT00848718,43,carboplatin,i.v.,Injection,NA
24387695,NCT00848718,43,paclitaxel,i.v.,Injection,NA
24387695,NCT00848718,43,docetaxel,i.v.,Injection,NA
24387695,NCT00848718,43,erlotinib,oral,Tablet,NA
23267154,UMIN 000005263,51,paclitaxel,i.v.,Injection,NA
23267154,UMIN 000005263,51,carboplatin,i.v.,Injection,NA
24942022,NCT00101205,52,ifosfamide,i.v.,Injection,NA
24942022,NCT00101205,52,oxaliplatin,i.v.,Injection,NA
24942022,NCT00101205,52,etoposide,i.v.,Injection,NA
23609829,NA,54,tas-106,i.v.,Injection,NA
23609829,NA,54,carboplatin,i.v.,Injection,NA
28275119,NCT00756847,55,pilaralisib,oral,Tablet,NA
28275119,NCT00756847,55,pilaralisib,oral,Capsule,NA
28275119,NCT00756847,55,paclitaxel,i.v.,Injection,NA
28275119,NCT00756847,55,carboplatin,i.v.,Injection,NA
26119093,NA,57,vorinostat,oral,Tablet,NA
26119093,NA,57,carboplatin,i.v.,Injection,NA
26119093,NA,57,gemcitabine,i.v.,Injection,NA
27995307,"UMIN 000,020,359",59,nab‑paclitaxel,i.v.,Injection,NA
27995307,"UMIN 000,020,359",59,carboplatin,i.v.,Injection,NA
27995307,"UMIN 000,020,359",59,thoracic radiotherapy,radiation,Radiation,NA
23483678,NCT00607048,60,"cp-870,893",i.v.,Injection,NA
23483678,NCT00607048,60,carboplatin,i.v.,Injection,NA
23483678,NCT00607048,60,paclitaxel,i.v.,Injection,NA
27016411,NA,61,cidofovir,i.v.,Injection,NA
27016411,NA,61,radiotherapy,radiation,Radiation,NA
27016411,NA,61,carboplatin,i.v.,Injection,NA
26072101,NA,64,ifosfamide,i.v.,Injection,NA
26072101,NA,64,paclitaxel,i.v.,Injection,NA
26072101,NA,64,carboplatin,i.v.,Injection,NA
26395450,NA,65,bendamustine,i.v.,Injection,NA
26395450,NA,65,irinotecan,i.v.,Injection,NA
26395450,NA,65,etoposide,i.v.,Injection,NA
26395450,NA,65,carboplatin,i.v.,Injection,NA
27663600,NCT01237067,69,olaparib,oral,Tablet,NA
27663600,NCT01237067,69,carboplatin,i.v.,Injection,NA
23963796,NCT00528619,70,sunitinib,oral,Tablet,NA
