PMID,NCTID,CombnID,Drug_Name,Dose_Level,Dose_Value,Dose_Unit,Frequency,Schedule,Comments
21439816,NA,1,docetaxel,1,60,mg/m2,NA,1 h intravenous infusionevery 21 days starting from day 1 in cycle 1,NA
21439816,NA,1,su-014813,2,50,mg,NA,NA,NA
21439816,NA,1,docetaxel,2,75,mg/m2,NA,NA,NA
21439816,NA,1,su-014813,3,100,mg,NA,NA,NA
21439816,NA,1,docetaxel,3,75,mg/m2,NA,NA,NA
23016517,NCT00225420,1,docetaxel,1,10,mg/m2,NA,"over 60 min weeklyfor 8 weeks, given during the course of RT.",NA
23016517,NCT00225420,1,docetaxel,2,15,mg/m2,NA,NA,NA
23016517,NCT00225420,1,docetaxel,3,20,mg/m2,NA,NA,NA
23016517,NCT00225420,1,dexamethasone,NA,4,mg,NA,"(4 mg × three doses) premedication,starting the night before each docetaxeladministration.",NA
23016517,NCT00225420,1,intensity-modulated rt,NA,NA,NA,NA,A total dose of 78 Gyin 39 fractions was delivered to theplanning target volume.,NA
22870147,NA,1,docetaxel,1,40,mg/m2,NA,1-h intravenousinfusion on day 1,NA
22870147,NA,1,s-1,1,65,mg/m2,NA,orally on days 1-14every 3 weeks.,NA
22870147,NA,1,docetaxel,2,50,mg/m2,NA,NA,NA
22870147,NA,1,s-1,2,65,mg/m2,NA,NA,NA
22870147,NA,1,docetaxel,3,60,mg/m2,NA,NA,NA
22870147,NA,1,s-1,3,65,mg/m2,NA,NA,NA
22870147,NA,1,docetaxel,4,60,mg/m2,NA,NA,NA
22870147,NA,1,s-1,4,80,mg/m2,NA,NA,NA
20407240,NA,1,docetaxel,1,5,mg/m2,NA,once a week,NA
20407240,NA,1,docetaxel,2,7.5,mg/m2,NA,once a week,NA
20407240,NA,1,docetaxel,3,10,mg/m2,NA,once a week,NA
20407240,NA,1,docetaxel,4,12.5,mg/m2,NA,once a week,NA
20407240,NA,1,docetaxel,5,15,mg/m2,NA,once a week,NA
20407240,NA,1,cisplatin,NA,20,mg/m2,NA,once a week,NA
20407240,NA,1,cisplatin,NA,20,mg/m2,NA,once a week,NA
20407240,NA,1,radiotherapy,NA,50.4,Gy,NA,1.8Gy/day,NA
24018362,NA,1,gemcitabine,1,600,mg/m2,NA,"on Days 3,10",Cycles were repeated every 21 days
24018362,NA,1,docetaxel,1,30,mg/m2,NA,onDay 10,NA
24018362,NA,1,imatinib mesylate,1,400,mg/m2,NA,"on Days 1–5,8–12 (included days 15–19)",NA
24018362,NA,1,gemcitabine,2,600,mg/m2,NA,NA,NA
24018362,NA,1,docetaxel,2,45,mg/m2,NA,NA,NA
24018362,NA,1,imatinib mesylate,2,400,mg/m2,NA,(included days 15–19),NA
24018362,NA,1,gemcitabine,2.5,600,mg/m2,NA,NA,Dose level is 2A
24018362,NA,1,docetaxel,2.5,45,mg/m2,NA,NA,Dose level is 2A
24018362,NA,1,imatinib mesylate,2.5,400,mg/m2,NA,"on Days 1–5,8–12",Dose level is 2A
24018362,NA,1,gemcitabine,3,600,mg/m2,NA,NA,Dose level is 2B
24018362,NA,1,docetaxel,3,30,mg/m2,NA,NA,Dose level is 2B
24018362,NA,1,imatinib mesylate,3,400,mg/m2,NA,"on Days 1–5,8–12",Dose level is 2B
24018362,NA,1,dexamethasone,NA,8,mg,2,twice dailyon the day prior to chemotherapy;on the day ofchemotherapy and on the day after chemotherapy.,NA
22752248,NA,1,docetaxel,1,75,mg/m2,NA,q3 weeks,NA
22752248,NA,1,prednisone,1,10,mg,1,daily,NA
22752248,NA,1,sorafenib,1,200,mg,NA,"BID,on days 2–19,with a3-day break between the docetaxel cycles.",NA
22752248,NA,1,sorafenib,2,200,mg,NA,continuously on days1–21,NA
22752248,NA,1,sorafenib,3,400,mg,NA,on days 2–19 with a 3-day break between the docetaxelcycles,NA
22752248,NA,1,sorafenib,4,400,mg,NA,BID continuously on days 1–21,NA
22752248,NA,1,sorafenib,NA,400,mg,NA,BID continuously on days 1–21,this dose level is also expanded cohort dose level
20686817,NA,1,docetaxel,-1,50,mg/m2,NA,on day 4 of each 21-day cycle,NA
20686817,NA,1,vorinostat,-1,100,mg,1,once daily for the first 14 days of each 21-daycycle,NA
20686817,NA,1,docetaxel,0,60,mg/m2,NA,on day 4 of each 21-day cycle,NA
20686817,NA,1,vorinostat,0,100,mg,1,once daily for the first 14 days of each 21-daycycle,NA
20686817,NA,1,docetaxel,1,200,mg/m2,NA,on day 4 of each 21-day cycle,NA
20686817,NA,1,vorinostat,1,60,mg,1,once daily for the first 14 days of each 21-daycycle,NA
20686817,NA,1,docetaxel,2,200,mg/m2,NA,on day 4 of each 21-day cycle,NA
20686817,NA,1,vorinostat,2,75,mg,1,once daily for the first 14 days of each 21-daycycle,NA
20686817,NA,1,docetaxel,3,300,mg/m2,NA,on day 4 of each 21-day cycle,NA
20686817,NA,1,vorinostat,3,75,mg,1,once daily for the first 14 days of each 21-daycycle,NA
20686817,NA,1,docetaxel,4,400,mg/m2,NA,on day 4 of each 21-day cycle,NA
20686817,NA,1,vorinostat,4,75,mg,1,once daily for the first 14 days of each 21-daycycle,NA
20686817,NA,1,docetaxel,5,500,mg/m2,NA,on day 4 of each 21-day cycle,NA
20686817,NA,1,vorinostat,5,75,mg,1,once daily for the first 14 days of each 21-daycycle,NA
23482452,NA,1,dexamethasone,NA,7.5,mg,2,twice daily before chemotherapy,5–10 mg dexamethasone orally
23482452,NA,1,diphenhydramine hydrochloride,NA,20,mg,NA,NA,NA
23482452,NA,1,ranitidine,NA,20,mg,NA,NA,20–40 mg ranitidine intravenously
23482452,NA,1,docetaxel,1,56,mg/m2,NA,on day 1,NA
23482452,NA,1,docetaxel,2,60,mg/m2,NA,on day 1 and day 2,NA
23482452,NA,1,docetaxel,3,64,mg/m2,NA,on day 1,NA
23482452,NA,1,cisplatin,1,28,mg/m2,NA,on day 1 and day 2,NA
23482452,NA,1,cisplatin,1,28,mg/m2,NA,on day 1 and day 2,NA
23482452,NA,1,cisplatin,2,30,mg/m2,NA,on day 1,NA
23482452,NA,1,cisplatin,2,30,mg/m2,NA,on day 1,NA
23482452,NA,1,cisplatin,3,32,mg/m2,NA,on day 1 and day 2,NA
23482452,NA,1,cisplatin,3,32,mg/m2,NA,on day 1 and day 2,NA
23482452,NA,1,conformal or imrt radiotherapy,NA,2,Gy,NA,administered 5 days a week for 6-7weeks.,"was given using 10
MV or 6 MV photons at a dose of 60-70 Gy."
20530200,NA,1,docetaxel,1,50,mg/m2,NA,1-h infusion,"At dose levels 1–4,
treatment was repeated every 4 weeks"
20530200,NA,1,cisplatin,1,70,mg/m2,NA,2-h infusion on day 1,NA
20530200,NA,1,cisplatin,1,70,mg/m2,NA,2-h infusion on day 1,NA
20530200,NA,1,s-1,1,40,mg/m2,NA,twice daily on days 1–14,NA
20530200,NA,1,docetaxel,2,60,mg/m2,NA,NA,NA
20530200,NA,1,cisplatin,2,70,mg/m2,NA,NA,NA
20530200,NA,1,cisplatin,2,70,mg/m2,NA,NA,NA
20530200,NA,1,s-1,2,40,mg/m2,NA,NA,NA
20530200,NA,1,docetaxel,3,60,mg/m2,NA,NA,NA
20530200,NA,1,cisplatin,3,70,mg/m2,NA,NA,NA
20530200,NA,1,cisplatin,3,70,mg/m2,NA,NA,NA
20530200,NA,1,s-1,3,60,mg/m2,NA,NA,NA
20530200,NA,1,docetaxel,4,60,mg/m2,NA,NA,NA
20530200,NA,1,cisplatin,4,70,mg/m2,NA,NA,NA
20530200,NA,1,cisplatin,4,70,mg/m2,NA,NA,NA
20530200,NA,1,s-1,4,80,mg/m2,NA,NA,NA
20530200,NA,1,docetaxel,5,70,mg/m2,NA,NA,"At dose levels 5 and 6, the subject had to have locally
advanced HNC and to have received TPS every 3 weeks with a maximum of
three cycles allowed"
20530200,NA,1,cisplatin,5,70,mg/m2,NA,NA,NA
20530200,NA,1,cisplatin,5,70,mg/m2,NA,NA,NA
20530200,NA,1,s-1,5,80,mg/m2,NA,NA,NA
20530200,NA,1,docetaxel,6,70,mg/m2,NA,NA,NA
20530200,NA,1,cisplatin,6,70,mg/m2,NA,NA,NA
20530200,NA,1,cisplatin,6,70,mg/m2,NA,NA,NA
20530200,NA,1,s-1,6,60,mg/m2,NA,NA,NA
21157450,NA,1,external beam radiotherapy,NA,50,Gy,NA,"given to atotal dose of 50 Gy in 25 fractions, five fractions per week for5 weeks",NA
21157450,NA,1,docetaxel,0,10,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,cisplatin,0,10,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,cisplatin,0,10,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,docetaxel,1,15,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,cisplatin,1,15,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,cisplatin,1,15,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,docetaxel,2,20,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,cisplatin,2,15,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,cisplatin,2,15,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,docetaxel,3,20,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,cisplatin,3,20,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,cisplatin,3,20,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,docetaxel,4,25,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,cisplatin,4,20,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,cisplatin,4,20,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,docetaxel,5,30,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,cisplatin,5,20,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,cisplatin,5,20,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,docetaxel,6,30,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,cisplatin,6,30,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
21157450,NA,1,cisplatin,6,30,mg/m2,NA,"weekly(days 1, 8, 15, 22 and 29)",NA
20107799,NA,1,docetaxel,1,75,mg/m2,NA,intravenously over1 h on day 1 of each 3-week cycle.,NA
20107799,NA,1,docetaxel,2,56,mg/m2,NA,NA,NA
20107799,NA,1,suramin,NA,NA,NA,NA,"as a 30-min infusion, given 2.5 h prior tothe initiation of chemotherapy","The dose of suramin in milligram was calculated as the product of FACTOR x (BSA)2
,
where FACTOR is equal to 125 for day 1 of the Wrst cycle
and based on the nomogram for all subsequent doses,
including the day 8 gemcitabine dose."
20107799,NA,2,gemcitabine,1,1250,mg/m2,NA,over30 min on days 1 and 8 of each 3-week cycle.,NA
20107799,NA,2,suramin,NA,NA,NA,NA,NA,NA
21493186,NA,1,docetaxel,1,20,mg/m2,NA,weekly as a 30-min intravenous infusion.,NA
21493186,NA,1,docetaxel,-1,15,mg/m2,NA,weekly as a 30-min intravenous infusion.,NA
21493186,NA,1,dexamethasone,NA,8,mg,NA,"12 h and 1 h prior to the docetaxel infusion, and 12 h post-infusion",NA
21493186,NA,1,radiotherapy,NA,1.2,Gy,2,NA,"Patients received 1.2 Gy/
fraction b.d.with a 6–8 h interval 5 days a week with a
total dose of 74.4 Gy (62 sessions)"
23423490,NA,1,docetaxel,1,35,mg/m2,NA,for 2 hafter standard premedication on days 1 and 15. Each cyclewas performed every 4 weeks.,NA
23423490,NA,1,docetaxel,2,40,mg/m2,NA,for 2 hafter standard premedication on days 1 and 15. Each cyclewas performed every 4 weeks.,NA
23423490,NA,1,docetaxel,3,45,mg/m2,NA,for 2 hafter standard premedication on days 1 and 15. Each cyclewas performed every 4 weeks.,NA
23423490,NA,1,docetaxel,4,50,mg/m2,NA,for 2 hafter standard premedication on days 1 and 15. Each cyclewas performed every 4 weeks.,NA
23423490,NA,1,s-1,NA,40,mg/m2,2,twice daily on days 1–14 every 4 weeks,fixed dose
23033004,NA,1,s-1,NA,80,mg/m2,2,"orally twice daily after a meal for 7 consecutive days,followed by 7 days of rest",patients with a BSA of less than 1.25 m^2
23033004,NA,1,s-1,NA,100,mg/m2,2,"orally twice daily after a meal for 7 consecutive days,followed by 7 days of rest",those with a BSA of 1.25–1.5 m^2
23033004,NA,1,s-1,NA,120,mg/m2,2,"orally twice daily after a meal for 7 consecutive days,followed by 7 days of rest",those with a BSA greater than 1.5 m^2
23033004,NA,1,docetaxel,1,30,mg/m2,NA,infusion over 60 min on day 1,NA
23033004,NA,1,docetaxel,2,35,mg/m2,NA,infusion over 60 min on day 1,NA
23033004,NA,1,docetaxel,3,40,mg/m2,NA,infusion over 60 min on day 1,NA
23098625,NA,1,pr-104,1,275,mg/m2,NA,on days oneand eight of a 21 day,NA
23098625,NA,1,pr-104,2,140,mg/m2,NA,on days oneand eight of a 21 day,NA
23098625,NA,1,gemcitabine,NA,800,mg/m2,NA,on days oneand eight of a 21 day,NA
23098625,NA,2,pr-104,1,400,mg/m2,NA,on day one of a21 day treatment cycle,NA
23098625,NA,2,pr-104,2,200,mg/m2,NA,on day one of a21 day treatment cycle,NA
23098625,NA,2,docetaxe,NA,60,mg/m2,NA,on day one of a21 day treatment cycle,NA
23098625,NA,3,pr-104,1,200,mg/m2,NA,onday 2,NA
23098625,NA,3,pr-104,2,400,mg/m2,NA,onday 2,NA
23098625,NA,3,pr-104,3,550,mg/m2,NA,onday 2,NA
23098625,NA,3,pr-104,4,770,mg/m2,NA,onday 2,NA
23098625,NA,3,pr-104,5,1100,mg/m2,NA,onday 2,NA
23098625,NA,3,docetaxel + gcsf,1,60,mg/m2,NA,onday 2,NA
23098625,NA,4,pr-104,1,770,mg/m2,NA,onday 2,NA
23098625,NA,4,docetaxel + gcsf,NA,75,mg/m2,NA,onday 2,NA
23394629,NCT00374985,1,docetaxel,1,20,mg/m2,NA,"for 1 hour on days 1, 8, 15, 22 and 29",NA
23394629,NCT00374985,1,oxaliplatin,1,40,mg/m2,NA,"for 2 hours on days 1, 8, 15, 22 and 29",NA
23394629,NCT00374985,1,oxaliplatin,1,40,mg/m2,NA,"for 2 hours on days 1, 8, 15, 22 and 29",NA
23394629,NCT00374985,1,docetaxel,2,20,mg/m2,NA,"for 1 hour on days 1, 8, 15, 22 and 29",NA
23394629,NCT00374985,1,oxaliplatin,2,50,mg/m2,NA,"for 2 hours on days 1, 8, 15, 22 and 29",NA
23394629,NCT00374985,1,oxaliplatin,2,50,mg/m2,NA,"for 2 hours on days 1, 8, 15, 22 and 29",NA
23394629,NCT00374985,1,docetaxel,3,25,mg/m2,NA,"for 1 hour on days 1, 8, 15, 22 and 29",NA
23394629,NCT00374985,1,oxaliplatin,3,50,mg/m2,NA,"for 2 hours on days 1, 8, 15, 22 and 29",NA
23394629,NCT00374985,1,oxaliplatin,3,50,mg/m2,NA,"for 2 hours on days 1, 8, 15, 22 and 29",NA
23394629,NCT00374985,1,radiotherapy,NA,1.8,Gy,NA,"on day 1 of the chemotherapyonce a day andfive times a week for five weeks on days 1–5, 8–12, 15–19,22–26 and 29–33 for a total dose of 45 Gy.The sixth weekof therapy included a boost of three extra radiotherapyfractions at 1.8 Gy (days 36–38) up to a maximum totaldose of 50.4 Gy.",NA
21821830,NCT00137436,1,sunitinib,NA,50,mg,NA,"for 4weeks, followed by 2 weeks off, before starting combination therapy.On day 1 of the lead-in period.",lead in
21821830,NCT00137436,2,docetaxel,1,60,mg/m2,NA,every 3 weeks,NA
21821830,NCT00137436,2,sunitinib,1,12.5,mg,NA,sunitinib was started 1 day afterdocetaxel,NA
21821830,NCT00137436,2,docetaxel,2,60,mg/m2,NA,every 3 weeks,NA
21821830,NCT00137436,2,sunitinib,2,37.5,mg,NA,sunitinib was started 1 day afterdocetaxel,NA
21821830,NCT00137436,2,docetaxel,3,60,mg/m2,NA,every 3 weeks,NA
21821830,NCT00137436,2,sunitinib,3,50,mg,NA,sunitinib was started 1 day afterdocetaxel,NA
21821830,NCT00137436,2,docetaxel,4,75,mg/m2,NA,every 3 weeks,NA
21821830,NCT00137436,2,sunitinib,4,37.5,mg,NA,sunitinib was started 1 day afterdocetaxel,NA
21821830,NCT00137436,2,prednisone,NA,5,mg,2,NA,NA
21821830,NCT00137436,2,dexamethasone,NA,NA,NA,NA,beforedocetaxel infusions.,NA
20628389,NA,1,docetaxel,1,75,mg/m2,NA,on day 1 every 21 days,NA
20628389,NA,1,figitumumab,1,100,ug/kg,NA,on day 2,NA
20628389,NA,1,figitumumab,2,400,ug/kg,NA,on day 2,NA
20628389,NA,1,figitumumab,3,800,ug/kg,NA,on day 2,NA
20628389,NA,1,figitumumab,4,1500,ug/kg,NA,on day 2,NA
20628389,NA,1,figitumumab,5,3000,ug/kg,NA,on day 2,NA
20628389,NA,1,figitumumab,6,6000,ug/kg,NA,on day 2,NA
20628389,NA,1,figitumumab,7,10000,ug/kg,NA,on day 2,NA
20628389,NA,1,figitumumab,8,20000,ug/kg,NA,on day 2,NA
20628389,NA,1,dexamethasone,NA,8,mg,2,for 3 days starting at day –1,NA
34070561,2604784,1,cisplatin,1,15,mg/m2,NA,NA,NA
34070561,2604784,1,cisplatin,1,15,mg/m2,NA,NA,NA
34070561,2604784,1,doxorubicin,1,3,mg/m2,NA,NA,NA
34070561,2604784,1,cisplatin,2,30,mg/m2,NA,NA,NA
34070561,2604784,1,cisplatin,2,30,mg/m2,NA,NA,NA
34070561,2604784,1,doxorubicin,2,6,mg/m2,NA,NA,NA
34070561,2604784,1,cisplatin,3,50,mg/m2,NA,NA,NA
34070561,2604784,1,cisplatin,3,50,mg/m2,NA,NA,NA
34070561,2604784,1,doxorubicin,3,10,mg/m2,NA,NA,NA
34070561,2604784,1,cisplatin,4,67,mg/m2,NA,NA,NA
34070561,2604784,1,cisplatin,4,67,mg/m2,NA,NA,NA
34070561,2604784,1,doxorubicin,4,13,mg/m2,NA,NA,NA
34070561,2604784,1,cisplatin,5,88,mg/m2,NA,NA,NA
34070561,2604784,1,cisplatin,5,88,mg/m2,NA,NA,NA
34070561,2604784,1,doxorubicin,5,18,mg/m2,NA,NA,NA
34070561,2604784,1,cisplatin,6,93,mg/m2,NA,NA,NA
34070561,2604784,1,cisplatin,6,93,mg/m2,NA,NA,NA
34070561,2604784,1,doxorubicin,6,23,mg/m2,NA,NA,NA
34070561,2604784,1,cisplatin,7,100,mg/m2,NA,NA,NA
34070561,2604784,1,cisplatin,7,100,mg/m2,NA,NA,NA
34070561,2604784,1,doxorubicin,7,30,mg/m2,NA,NA,NA
34070561,2604784,2,oxaliplatin,1,100,mg/m2,NA,NA,NA
34070561,2604784,2,oxaliplatin,1,100,mg/m2,NA,NA,NA
34070561,2604784,2,oxaliplatin,2,135,mg/m2,NA,NA,NA
34070561,2604784,2,oxaliplatin,2,135,mg/m2,NA,NA,NA
34070561,2604784,2,oxaliplatin,3,155,mg/m2,NA,NA,NA
34070561,2604784,2,oxaliplatin,3,155,mg/m2,NA,NA,NA
34070561,2604784,2,oxaliplatin,4,180,mg/m2,NA,NA,NA
34070561,2604784,2,oxaliplatin,4,180,mg/m2,NA,NA,NA
34070561,2604784,2,oxaliplatin,5,200,mg/m2,NA,NA,NA
34070561,2604784,2,oxaliplatin,5,200,mg/m2,NA,NA,NA
34070561,2604784,2,oxaliplatin,6,235,mg/m2,NA,NA,NA
34070561,2604784,2,oxaliplatin,6,235,mg/m2,NA,NA,NA
34070561,2604784,2,oxaliplatin,7,270,mg/m2,NA,NA,NA
34070561,2604784,2,oxaliplatin,7,270,mg/m2,NA,NA,NA
34070561,2604784,2,oxaliplatin,8,300,mg/m2,NA,NA,NA
34070561,2604784,2,oxaliplatin,8,300,mg/m2,NA,NA,NA
33755379,2987244,1,cyclophosphamide,NA,750,mg/m2,NA,day1,repeated every 21 days
33755379,2987244,1,doxorubicin,NA,50,mg/m2,NA,day1,repeated every 21 days
33755379,2987244,1,vincristine,NA,1.4,mg/m2,NA,day1,repeated every 21 days
33755379,2987244,1,etoposide,NA,100,mg,NA,on days 1–3,repeated every 21 days
33755379,2987244,1,oral prednisone,NA,60,mg/m2,NA,on days 1–5,repeated every 21 days
33755379,2987244,1,chidamide,1,15,mg,NA,twice a week,repeated every 21 days
33755379,2987244,1,chidamide,2,20,mg,NA,twice a week,repeated every 21 days
33755379,2987244,1,chidamide,3,25,mg,NA,twice a week,repeated every 21 days
11051260,NA,1,docetaxel,1,50,mg/m2,NA,NA,NA
11051260,NA,1,doxorubicin,1,40,mg/m2,NA,NA,NA
11051260,NA,1,docetaxel,2,60,mg/m2,NA,NA,NA
11051260,NA,1,doxorubicin,2,40,mg/m2,NA,NA,NA
11051260,NA,1,docetaxel,3,60,mg/m2,NA,NA,NA
11051260,NA,1,doxorubicin,3,50,mg/m2,NA,NA,NA
11051260,NA,1,docetaxel,4,50,mg/m2,NA,NA,NA
11051260,NA,1,doxorubicin,4,70,mg/m2,NA,NA,NA
11408509,NA,1,doxil,1,30,mg/m2,NA,"intravenous (IV) infusion over 60 minutes duringthe first cycle, then 30 minutes for subsequent cycles",GroupA;G-CSF:No
11408509,NA,1,docetaxel,1,75,mg/m2,NA,IV infusion over 1 hour,GroupA;G-CSF:No
11408509,NA,1,doxil,2,30,mg/m2,NA,"intravenous (IV) infusion over 60 minutes duringthe first cycle, then 30 minutes for subsequent cycles",GroupB-1;G-CSF:Yes
11408509,NA,1,docetaxel,2,75,mg/m2,NA,IV infusionover 1 hour,GroupB-1;G-CSF:Yes
11408509,NA,1,doxil,3,40,mg/m2,NA,"intravenous (IV) infusion over 60 minutes duringthe first cycle, then 30 minutes for subsequent cycles",GroupB-2;G-CSF:Yes
11408509,NA,1,docetaxel,3,75,mg/m2,NA,IV infusionover 1 hour,GroupB-2;G-CSF:Yes
11408509,NA,1,doxil,4,45,mg/m2,NA,"intravenous (IV) infusion over 60 minutes duringthe first cycle, then 30 minutes for subsequent cycles",GroupB-3;G-CSF:Yes
11408509,NA,1,docetaxel,4,75,mg/m2,NA,IV infusionover 1 hour,GroupB-3;G-CSF:Yes
11408509,NA,1,doxil,5,40,mg/m2,NA,"intravenous (IV) infusion over 60 minutes duringthe first cycle, then 30 minutes for subsequent cycles",GroupC;G-CSF:Yes
11408509,NA,1,docetaxel,5,75,mg/m2,NA,IV infusionover 1 hour,GroupC;G-CSF:Yes
11408509,NA,1,doxil,6,30,mg/m2,NA,"intravenous (IV) infusion over 60 minutes duringthe first cycle, then 30 minutes for subsequent cycles",GroupD;G-CSF:No
11408509,NA,1,docetaxel,6,60,mg/m2,NA,IV infusionover 1 hour,GroupD;G-CSF:No
11408509,NA,1,dexamethasone,NA,8,mg,2,orally bid was given for 3 days beginning 1 day before each treatment cycle,NA
11408509,NA,1,diphenhydramine,NA,25,mg,NA,given IV before the Doxil,NA
9053501,NA,1,docetaxel,1,50,mg/m2,NA,infused over 1hour,"At all
levels, cycles were repeated every 3 weeks."
9053501,NA,1,cisplatin,1,75,mg/m2,NA,infused over 1 hour immediately on completion of the docetaxelinfusion,NA
9053501,NA,1,cisplatin,1,75,mg/m2,NA,infused over 1 hour immediately on completion of the docetaxelinfusion,NA
9053501,NA,1,docetaxel,2,75,mg/m2,NA,same as dose level1,NA
9053501,NA,1,cisplatin,2,75,mg/m2,NA,same as dose level1,NA
9053501,NA,1,cisplatin,2,75,mg/m2,NA,same as dose level1,NA
9053501,NA,1,docetaxel,3,75,mg/m2,NA,same as dose level1,NA
9053501,NA,1,cisplatin,3,100,mg/m2,NA,same as dose level1,NA
9053501,NA,1,cisplatin,3,100,mg/m2,NA,same as dose level1,NA
9053501,NA,1,docetaxel,4,100,mg/m2,NA,same as dose level1,NA
9053501,NA,1,cisplatin,4,75,mg/m2,NA,same as dose level1,NA
9053501,NA,1,cisplatin,4,75,mg/m2,NA,same as dose level1,NA
9053501,NA,1,docetaxel,2.5,75,mg/m2,NA,same as dose level1,NA
9053501,NA,1,cisplatin,2.5,75,mg/m2,NA,same as dose level1,NA
9053501,NA,1,cisplatin,2.5,75,mg/m2,NA,same as dose level1,NA
9053501,NA,1,ondansetron,NA,8,mg,NA,before and 4 hours after the cisplatin infusion,NA
9053501,NA,1,ondansetron,NA,8,mg,NA,oral or intravenous ondansetron 8 mg twicedaily for a further 48 hours.,NA
9053501,NA,1,dexamethasone,NA,8,mg,2,for a further 48 hours.,NA
9053501,NA,1,dexamethasone,NA,8,mg,2,starting 24 hours before thedocetaxel infusion and continuing until 48 hours after the docetaxelinfusion,NA
9440738,NA,1,docetaxel,1,40,mg/m2,NA,"a 1-hour intravenous infusion before the firstweekly radiotherapy dose; schedule A, once every 3weeks: on day 1",NA
9440738,NA,1,docetaxel,2,60,mg/m2,NA,"schedule A, once every 3",NA
9440738,NA,1,dexamethasone,NA,8,mg,2,twice daily for 3 days twice daily for 3 daysbeginning 24 hours before docetaxel.,fixed dose
9440738,NA,1,radiation therapy.,NA,200,cGy,1,21 -day cycle times two for treatment duration of 6 weeksand total radiation dose of 60 Gy,NA
9440738,NA,2,docetaxel,1,20,mg/m2,NA,"schedule B, 2 of 3 weeks: on day 1 and day8",NA
9440738,NA,2,docetaxel,2,30,mg/m2,NA,"schedule B, 2 of 3 weeks: on day 1 and day8",NA
9440738,NA,2,dexamethasone,NA,8,mg,2,twice daily for 3 days twice daily for 3 daysbeginning 24 hours before docetaxel.,fixed dose
9440738,NA,2,radiation therapy.,NA,200,cGy,1,21 -day cycle times two for treatment duration of 6 weeksand total radiation dose of 60 Gy,NA
9440738,NA,3,docetaxel,1,20,mg/m2,NA,"schedule C, weekly:on day 1, day 8, and day15",NA
9440738,NA,3,docetaxel,2,25,mg/m2,NA,"schedule C, weekly:on day 1, day 8, and day15",NA
9440738,NA,3,dexamethasone,NA,8,mg,2,twice daily for 3 days twice daily for 3 daysbeginning 24 hours before docetaxel.,fixed dose
9440738,NA,3,radiation therapy.,NA,200,cGy,1,21 -day cycle times two for treatment duration of 6 weeksand total radiation dose of 60 Gy,NA
9459161,NA,1,docetaxel,1,60,mg/m2,NA,1-h i.v. infusion every 3 weeks.,schedule A
9459161,NA,1,fosfamide,1,2500,mg/m2,NA,24-h i.v. continuous infusion every 3 weeks.,schedule A
9459161,NA,1,docetaxel,2,75,mg/m2,NA,1-h i.v. infusion every 3 weeks.,schedule A
9459161,NA,1,fosfamide,2,2500,mg/m2,NA,24-h i.v. continuous infusion every 3 weeks.,schedule A
9459161,NA,1,docetaxel,3,75,mg/m2,NA,1-h i.v. infusion every 3 weeks.,schedule A
9459161,NA,1,fosfamide,3,3000,mg/m2,NA,24-h i.v. continuous infusion every 3 weeks.,schedule A
9459161,NA,1,docetaxel,4,75,mg/m2,NA,1-h i.v. infusion every 3 weeks.,schedule A
9459161,NA,1,fosfamide,4,4000,mg/m2,NA,24-h i.v. continuous infusion every 3 weeks.,schedule A
9459161,NA,1,docetaxel,5,75,mg/m2,NA,1-h i.v. infusion every 3 weeks.,schedule A
9459161,NA,1,fosfamide,5,5000,mg/m2,NA,24-h i.v. continuous infusion every 3 weeks.,schedule A
9459161,NA,1,docetaxel,6,85,mg/m2,NA,1-h i.v. infusion every 3 weeks.,schedule A
9459161,NA,1,fosfamide,6,5000,mg/m2,NA,24-h i.v. continuous infusion every 3 weeks.,schedule A
